dir,nelect,vbm,cbm,gap,direct
Ag2Cd1Ge1Se2Te2_kesterite,576,3.329155,4.005667,0.676512,True
Ag2Cd1Ge1Se2Te2_stannite,576,4.150488,4.518057,0.367569,True
Ag2Cd1Ge1Se3Te1_kesterite,576,2.814340,3.676124,0.861784,True
Ag2Cd1Ge1Se3Te1_stannite,576,3.759247,4.039716,0.280469,True
Ag2Cd1Ge1Se4_kesterite,144,2.741098,3.467372,0.726274,True
Ag2Cd1Ge1Se4_stannite,144,2.424541,3.360554,0.936013,True
Ag2Cd1Ge1Te4_kesterite,144,4.042010,4.765073,0.723063,True
Ag2Cd1Ge1Te4_stannite,144,4.106698,4.575660,0.468962,True
Ag2Cd1Sn0.5Ge0.5S4_kesterite,576,3.212369,4.747670,1.535301,True
Ag2Cd1Sn0.5Ge0.5S4_stannite,576,3.434167,4.692371,1.258204,True
Ag2Cd1Sn0.5Ge0.5Se4_kesterite,576,2.517054,3.322668,0.805614,True
Ag2Cd1Sn0.5Ge0.5Te4_kesterite,576,4.857103,5.554228,0.697125,True
Ag2Cd1Sn0.5Ge0.5Te4_stannite,576,4.958111,5.439512,0.481401,True
Ag2Cd1Sn0.5Zr0.5S4_kesterite,568,3.521818,5.392738,1.870920,False
Ag2Cd1Sn0.5Zr0.5S4_stannite,568,3.618579,5.391118,1.772539,False
Ag2Cd1Sn0.5Zr0.5Se4_kesterite,568,3.108943,4.577403,1.468460,False
Ag2Cd1Sn0.5Zr0.5Se4_stannite,568,3.218074,4.573110,1.355036,False
Ag2Cd1Sn0.5Zr0.5Te4_stannite,568,5.383910,6.315369,0.931459,False
Ag2Cd1Sn1S1Se1Te2_kesterite,576,3.767275,4.217963,0.450688,True
Ag2Cd1Sn1S1Se1Te2_stannite,576,5.144011,5.470005,0.325994,True
Ag2Cd1Sn1S1Se2Te1_kesterite,576,3.293149,4.046718,0.753569,True
Ag2Cd1Sn1S1Se2Te1_stannite,576,4.594417,4.915601,0.321184,True
Ag2Cd1Sn1S1Se3_kesterite,576,2.846261,3.697383,0.851122,True
Ag2Cd1Sn1S1Se3_stannite,576,3.666898,4.348968,0.682070,True
Ag2Cd1Sn1S1Te3_kesterite,576,4.078989,4.751544,0.672555,True
Ag2Cd1Sn1S2Se1Te1_kesterite,576,3.810687,4.379077,0.568390,True
Ag2Cd1Sn1S2Se1Te1_stannite,576,4.033507,4.147960,0.114453,True
Ag2Cd1Sn1S2Se2_kesterite,576,3.023370,4.055870,1.032500,True
Ag2Cd1Sn1S2Se2_stannite,576,3.596690,4.550026,0.953336,True
Ag2Cd1Sn1S2Te2_kesterite,576,3.940631,4.769624,0.828993,True
Ag2Cd1Sn1S2Te2_stannite,576,4.272718,4.603858,0.331140,True
Ag2Cd1Sn1S3Se1_kesterite,576,3.075864,4.221445,1.145581,True
Ag2Cd1Sn1S3Se1_stannite,576,3.926282,4.790749,0.864467,True
Ag2Cd1Sn1S3Te1_kesterite,576,3.839551,4.696685,0.857134,True
Ag2Cd1Sn1S3Te1_stannite,576,4.897608,5.317180,0.419572,True
Ag2Cd1Sn1S4_kesterite,144,3.105687,4.643804,1.538117,True
Ag2Cd1Sn1S4_stannite,144,3.775692,4.610093,0.834401,True
Ag2Cd1Sn1Se1Te3_kesterite,576,3.853548,4.450886,0.597338,True
Ag2Cd1Sn1Se1Te3_stannite,576,3.978260,4.332379,0.354119,True
Ag2Cd1Sn1Se2Te2_kesterite,576,3.498169,4.115232,0.617063,True
Ag2Cd1Sn1Se2Te2_stannite,576,3.623116,3.997184,0.374068,True
Ag2Cd1Sn1Se3Te1_kesterite,576,3.280179,3.748409,0.468230,True
Ag2Cd1Sn1Se3Te1_stannite,576,4.404510,4.727762,0.323252,True
Ag2Cd1Sn1Se4_kesterite,144,2.697627,3.481052,0.783425,True
Ag2Cd1Sn1Se4_stannite,144,2.875690,3.239098,0.363408,True
Ag2Cd1Sn1Te4_kesterite,144,4.517466,5.171133,0.653667,True
Ag2Cd1Sn1Te4_stannite,144,4.565315,5.076582,0.511267,True
Ag2Cd1Zr1S1Se1Te2_kesterite,560,3.268716,4.674035,1.405319,True
Ag2Cd1Zr1S1Se1Te2_stannite,560,4.612421,5.717905,1.105484,False
Ag2Cd1Zr1S1Se2Te1_stannite,560,4.144454,5.338701,1.194247,True
Ag2Cd1Zr1S1Se3_stannite,560,3.089136,4.914470,1.825334,True
Ag2Cd1Zr1S1Te3_stannite,560,3.850129,4.944633,1.094504,True
Ag2Cd1Zr1S2Se1Te1_kesterite,560,3.436540,4.951918,1.515378,True
Ag2Cd1Zr1S2Se1Te1_stannite,560,4.336873,5.507127,1.170254,True
Ag2Cd1Zr1S2Se2_kesterite,560,2.887154,5.184248,2.297094,True
Ag2Cd1Zr1S2Se2_stannite,560,3.317130,5.108726,1.791596,True
Ag2Cd1Zr1S2Te2_kesterite,560,3.554817,5.111831,1.557014,True
Ag2Cd1Zr1S2Te2_stannite,560,4.695305,5.864081,1.168776,True
Ag2Cd1Zr1S3Se1_kesterite,560,2.966001,4.939648,1.973647,True
Ag2Cd1Zr1S3Se1_stannite,560,3.503277,5.310911,1.807634,True
Ag2Cd1Zr1S3Te1_kesterite,560,3.671553,5.167616,1.496063,True
Ag2Cd1Zr1S3Te1_stannite,560,3.971939,5.100353,1.128414,False
Ag2Cd1Zr1S4_kesterite,560,3.522942,5.612911,2.089969,True
Ag2Cd1Zr1S4_stannite,560,3.500751,5.520378,2.019627,True
Ag2Cd1Zr1Se1Te3_kesterite,560,3.313306,4.695083,1.381777,True
Ag2Cd1Zr1Se1Te3_stannite,560,3.475240,4.644802,1.169562,False
Ag2Cd1Zr1Se2Te2_kesterite,560,4.173731,5.564699,1.390968,True
Ag2Cd1Zr1Se2Te2_stannite,560,3.229883,4.468603,1.238720,False
Ag2Cd1Zr1Se3Te1_kesterite,560,2.879793,4.378051,1.498258,True
Ag2Cd1Zr1Se3Te1_stannite,560,3.066306,4.241382,1.175076,False
Ag2Cd1Zr1Se4_kesterite,560,3.065441,4.823983,1.758542,True
Ag2Cd1Zr1Se4_stannite,560,2.985854,4.745926,1.760072,True
Ag2Cd1Zr1Te4_kesterite,560,5.062238,6.180051,1.117813,True
Ag2Cd1Zr1Te4_stannite,560,5.017700,6.203121,1.185421,True
Ag2Mg0.5Ba0.5Ge1S4_kesterite,528,2.824929,4.938768,2.113839,False
Ag2Mg0.5Ba0.5Ge1S4_stannite,528,3.203034,4.977006,1.773972,True
Ag2Mg0.5Ba0.5Ge1Se4_kesterite,528,2.441780,3.697771,1.255991,False
Ag2Mg0.5Ba0.5Ge1Se4_stannite,528,2.596936,3.739726,1.142790,True
Ag2Mg0.5Ba0.5Ge1Te4_stannite,528,4.057318,4.900692,0.843374,True
Ag2Mg0.5Ba0.5Sn0.5Ge0.5S2Se2_kesterite,528,2.344811,4.010553,1.665742,False
Ag2Mg0.5Ba0.5Sn1S4_kesterite,528,3.625402,5.316439,1.691037,False
Ag2Mg0.5Ba0.5Sn1S4_stannite,528,3.815635,5.303880,1.488245,True
Ag2Mg0.5Ba0.5Sn1Se4_kesterite,528,3.451670,4.677519,1.225849,True
Ag2Mg0.5Ba0.5Sn1Se4_stannite,528,3.555592,4.624613,1.069021,True
Ag2Mg0.5Ba0.5Sn1Te4_kesterite,528,3.862871,4.727895,0.865024,True
Ag2Mg0.5Ba0.5Sn1Te4_stannite,528,5.694328,6.780922,1.086594,True
Ag2Mg0.5Ba0.5Zr1S4_kesterite,512,2.706603,5.227459,2.520856,False
Ag2Mg0.5Ba0.5Zr1S4_stannite,512,3.008672,5.337772,2.329100,False
Ag2Mg0.5Ba0.5Zr1Se4_kesterite,512,2.369523,4.431270,2.061747,False
Ag2Mg0.5Ba0.5Zr1Se4_stannite,512,3.344817,5.223177,1.878360,True
Ag2Mg0.5Ba0.5Zr1Te4_kesterite,512,3.576348,5.068390,1.492042,True
Ag2Mg0.5Ba0.5Zr1Te4_stannite,512,5.439599,6.423669,0.984070,True
Ag2Mg0.5Ca0.5Ge1S4_kesterite,528,3.396549,5.277114,1.880565,True
Ag2Mg0.5Ca0.5Ge1S4_stannite,528,3.370443,5.224590,1.854147,True
Ag2Mg0.5Ca0.5Ge1Se4_kesterite,528,2.480886,3.994802,1.513916,True
Ag2Mg0.5Ca0.5Ge1Se4_stannite,528,2.747445,3.927304,1.179859,True
Ag2Mg0.5Ca0.5Ge1Te4_kesterite,528,4.452441,5.469704,1.017263,True
Ag2Mg0.5Ca0.5Ge1Te4_stannite,528,4.556990,5.467360,0.910370,True
Ag2Mg0.5Ca0.5Sn1S4_kesterite,528,3.500143,5.371437,1.871294,True
Ag2Mg0.5Ca0.5Sn1S4_stannite,528,3.488796,5.288359,1.799563,True
Ag2Mg0.5Ca0.5Sn1Se4_kesterite,528,3.079016,4.366165,1.287149,True
Ag2Mg0.5Ca0.5Sn1Se4_stannite,528,3.240844,4.291563,1.050719,True
Ag2Mg0.5Ca0.5Sn1Te4_kesterite,528,5.168729,6.316930,1.148201,True
Ag2Mg0.5Ca0.5Sn1Te4_stannite,528,5.260034,6.281313,1.021279,True
Ag2Mg0.5Ca0.5Zr1S4_kesterite,512,3.445660,5.791860,2.346200,False
Ag2Mg0.5Ca0.5Zr1S4_stannite,512,3.517310,5.937959,2.420649,True
Ag2Mg0.5Ca0.5Zr1Se4_kesterite,512,1.948840,4.404406,2.455566,False
Ag2Mg0.5Ca0.5Zr1Se4_stannite,512,2.943989,4.996884,2.052895,True
Ag2Mg0.5Ca0.5Zr1Te4_kesterite,512,4.628002,6.118529,1.490527,True
Ag2Mg0.5Ca0.5Zr1Te4_stannite,512,4.796214,6.069074,1.272860,True
Ag2Mg0.5Cd0.5Ge1S4_kesterite,536,3.442826,5.172515,1.729689,True
Ag2Mg0.5Cd0.5Ge1S4_stannite,536,3.249955,5.060479,1.810524,True
Ag2Mg0.5Cd0.5Ge1Se4_kesterite,536,2.669869,3.861337,1.191468,True
Ag2Mg0.5Cd0.5Ge1Se4_stannite,536,2.737005,3.744613,1.007608,True
Ag2Mg0.5Cd0.5Ge1Te4_kesterite,536,4.731012,5.613716,0.882704,True
Ag2Mg0.5Cd0.5Ge1Te4_stannite,536,4.916292,5.495046,0.578754,True
Ag2Mg0.5Cd0.5Sn1S4_kesterite,536,3.671849,5.212759,1.540910,True
Ag2Mg0.5Cd0.5Sn1S4_stannite,536,3.812107,5.128104,1.315997,True
Ag2Mg0.5Cd0.5Sn1Se4_kesterite,536,3.283796,4.249150,0.965354,True
Ag2Mg0.5Cd0.5Sn1Se4_stannite,536,3.298185,4.143647,0.845462,True
Ag2Mg0.5Cd0.5Sn1Te4_kesterite,536,5.492591,6.451870,0.959279,True
Ag2Mg0.5Cd0.5Sn1Te4_stannite,536,5.576712,6.239195,0.662483,True
Ag2Mg0.5Cd0.5Zr1S4_kesterite,520,3.476785,5.666336,2.189551,True
Ag2Mg0.5Cd0.5Zr1S4_stannite,520,3.556853,5.575470,2.018617,False
Ag2Mg0.5Cd0.5Zr1Se4_kesterite,520,2.565931,4.784455,2.218524,True
Ag2Mg0.5Cd0.5Zr1Se4_stannite,520,2.764467,4.620745,1.856278,True
Ag2Mg0.5Cd0.5Zr1Te4_kesterite,520,4.827996,6.034305,1.206309,True
Ag2Mg0.5Cd0.5Zr1Te4_stannite,520,4.807036,5.965792,1.158756,True
Ag2Mg0.5Sr0.5Ge1S4_kesterite,528,2.804197,5.100241,2.296044,False
Ag2Mg0.5Sr0.5Ge1S4_stannite,528,3.256108,5.076060,1.819952,True
Ag2Mg0.5Sr0.5Ge1Se4_kesterite,528,2.428307,3.851297,1.422990,False
Ag2Mg0.5Sr0.5Ge1Se4_stannite,528,2.631420,3.775803,1.144383,True
Ag2Mg0.5Sr0.5Ge1Te4_kesterite,528,4.428870,5.408008,0.979138,True
Ag2Mg0.5Sr0.5Ge1Te4_stannite,528,4.497227,5.455132,0.957905,True
Ag2Mg0.5Sr0.5Sn1S4_kesterite,528,3.572061,5.398115,1.826054,True
Ag2Mg0.5Sr0.5Sn1S4_stannite,528,3.756698,5.342739,1.586041,True
Ag2Mg0.5Sr0.5Sn1Se4_kesterite,528,3.435962,4.713335,1.277373,True
Ag2Mg0.5Sr0.5Sn1Se4_stannite,528,3.570657,4.662595,1.091938,True
Ag2Mg0.5Sr0.5Sn1Te4_kesterite,528,5.694789,6.844146,1.149357,True
Ag2Mg0.5Sr0.5Sn1Te4_stannite,528,5.735699,6.826432,1.090733,True
Ag2Mg0.5Sr0.5Zr1S4_kesterite,512,3.569480,5.839195,2.269715,False
Ag2Mg0.5Sr0.5Zr1S4_stannite,512,3.566569,5.961968,2.395399,True
Ag2Mg0.5Sr0.5Zr1Se4_kesterite,512,3.170733,5.188604,2.017871,False
Ag2Mg0.5Sr0.5Zr1Se4_stannite,512,3.273586,5.253664,1.980078,True
Ag2Mg0.5Sr0.5Zr1Te4_kesterite,512,3.570958,5.088069,1.517111,True
Ag2Mg0.5Sr0.5Zr1Te4_stannite,512,5.339096,6.434598,1.095502,True
Ag2Mg0.5Zn0.5Ge1S4_kesterite,536,3.405233,5.485417,2.080184,True
Ag2Mg0.5Zn0.5Ge1S4_stannite,536,3.687588,5.279925,1.592337,True
Ag2Mg0.5Zn0.5Ge1Se4_kesterite,536,2.805551,4.059114,1.253563,True
Ag2Mg0.5Zn0.5Ge1Se4_stannite,536,3.029384,3.792486,0.763102,True
Ag2Mg0.5Zn0.5Ge1Te4_kesterite,536,4.762372,5.665919,0.903547,True
Ag2Mg0.5Zn0.5Ge1Te4_stannite,536,4.981381,5.378739,0.397358,True
Ag2Mg0.5Zn0.5Sn1S1Se1Te2_kesterite,536,3.897332,4.640970,0.743638,True
Ag2Mg0.5Zn0.5Sn1S1Se1Te2_stannite,536,4.268305,4.535427,0.267122,True
Ag2Mg0.5Zn0.5Sn1S4_kesterite,536,3.712144,5.324194,1.612050,True
Ag2Mg0.5Zn0.5Sn1S4_stannite,536,3.776620,5.191695,1.415075,True
Ag2Mg0.5Zn0.5Sn1Se4_kesterite,536,2.784767,3.729909,0.945142,True
Ag2Mg0.5Zn0.5Sn1Se4_stannite,536,3.245381,4.033456,0.788075,True
Ag2Mg0.5Zn0.5Sn1Te4_kesterite,536,5.287373,6.277542,0.990169,True
Ag2Mg0.5Zn0.5Sn1Te4_stannite,536,5.438565,5.978399,0.539834,True
Ag2Mg0.5Zn0.5Zr1S4_kesterite,520,3.540234,5.661340,2.121106,True
Ag2Mg0.5Zn0.5Zr1S4_stannite,520,3.467221,5.414459,1.947238,False
Ag2Mg0.5Zn0.5Zr1Se4_kesterite,520,2.864697,4.697069,1.832372,True
Ag2Mg0.5Zn0.5Zr1Se4_stannite,520,2.924543,4.518713,1.594170,False
Ag2Mg0.5Zn0.5Zr1Te4_kesterite,520,4.658791,5.872027,1.213236,True
Ag2Mg0.5Zn0.5Zr1Te4_stannite,520,4.727656,5.811760,1.084104,True
Ag2Mg1Ge0.5Zr0.5S4_kesterite,488,3.388474,5.642992,2.254518,True
Ag2Mg1Ge0.5Zr0.5S4_stannite,488,3.137141,5.491600,2.354459,False
Ag2Mg1Ge0.5Zr0.5Se4_kesterite,488,2.182890,4.259653,2.076763,False
Ag2Mg1Ge0.5Zr0.5Se4_stannite,488,2.674660,4.157764,1.483104,False
Ag2Mg1Ge0.5Zr0.5Te4_kesterite,488,4.151725,5.243581,1.091856,False
Ag2Mg1Ge0.5Zr0.5Te4_stannite,488,4.328551,5.182398,0.853847,False
Ag2Mg1Ge1S1Se1Te2_kesterite,496,3.958618,5.058402,1.099784,True
Ag2Mg1Ge1S1Se1Te2_stannite,496,4.180518,4.929711,0.749193,True
Ag2Mg1Ge1S1Se2Te1_kesterite,496,3.455865,4.732794,1.276929,True
Ag2Mg1Ge1S1Se2Te1_stannite,496,4.060313,4.613440,0.553127,True
Ag2Mg1Ge1S1Se3_kesterite,496,2.863201,4.394331,1.531130,True
Ag2Mg1Ge1S1Se3_stannite,496,2.931853,4.240503,1.308650,True
Ag2Mg1Ge1S1Te3_kesterite,496,4.281921,5.495892,1.213971,True
Ag2Mg1Ge1S1Te3_stannite,496,4.544040,5.398266,0.854226,True
Ag2Mg1Ge1S2Se1Te1_kesterite,496,3.999603,5.074917,1.075314,True
Ag2Mg1Ge1S2Se1Te1_stannite,496,4.362033,4.948163,0.586130,True
Ag2Mg1Ge1S2Se2_kesterite,496,3.082608,4.741279,1.658671,True
Ag2Mg1Ge1S2Se2_stannite,496,3.071703,4.584918,1.513215,True
Ag2Mg1Ge1S2Te2_kesterite,496,4.237818,5.502171,1.264353,True
Ag2Mg1Ge1S2Te2_stannite,496,4.412474,5.391642,0.979168,True
Ag2Mg1Ge1S3Se1_kesterite,496,3.400475,5.025994,1.625519,True
Ag2Mg1Ge1S3Se1_stannite,496,3.294612,4.942075,1.647463,True
Ag2Mg1Ge1S3Te1_kesterite,496,4.192788,5.398902,1.206114,True
Ag2Mg1Ge1S3Te1_stannite,496,4.651479,5.278857,0.627378,True
Ag2Mg1Ge1S4_kesterite,124,2.882115,5.424100,2.541985,True
Ag2Mg1Ge1S4_stannite,124,3.780528,5.337517,1.556989,True
Ag2Mg1Ge1Se1Te3_kesterite,496,4.121833,5.242670,1.120837,True
Ag2Mg1Ge1Se1Te3_stannite,496,4.359251,5.089415,0.730164,True
Ag2Mg1Ge1Se2Te2_kesterite,496,3.336175,4.381916,1.045741,True
Ag2Mg1Ge1Se2Te2_stannite,496,4.116314,4.725665,0.609351,True
Ag2Mg1Ge1Se3Te1_kesterite,496,3.167105,4.446532,1.279427,True
Ag2Mg1Ge1Se3Te1_stannite,496,3.522649,4.295842,0.773193,True
Ag2Mg1Ge1Se4_kesterite,124,2.288560,3.922748,1.634188,True
Ag2Mg1Ge1Se4_stannite,124,2.968094,3.813718,0.845624,True
Ag2Mg1Ge1Te4_kesterite,124,3.906685,4.949834,1.043149,True
Ag2Mg1Ge1Te4_stannite,124,4.045589,4.832364,0.786775,True
Ag2Mg1Sn0.5Ge0.5S4_kesterite,496,3.701099,5.297104,1.596005,True
Ag2Mg1Sn0.5Ge0.5S4_stannite,496,3.564838,5.162519,1.597681,True
Ag2Mg1Sn0.5Ge0.5Se4_kesterite,496,2.691403,3.945401,1.253998,True
Ag2Mg1Sn0.5Ge0.5Se4_stannite,496,2.888493,3.768836,0.880343,True
Ag2Mg1Sn0.5Ge0.5Te4_kesterite,496,4.451512,5.300672,0.849160,True
Ag2Mg1Sn0.5Ge0.5Te4_stannite,496,4.582398,5.246143,0.663745,True
Ag2Mg1Sn0.5Zr0.5S4_kesterite,488,3.567725,5.833798,2.266073,False
Ag2Mg1Sn0.5Zr0.5S4_stannite,488,3.570786,5.725072,2.154286,False
Ag2Mg1Sn0.5Zr0.5Se4_kesterite,488,3.129728,5.060810,1.931082,False
Ag2Mg1Sn0.5Zr0.5Se4_stannite,488,3.406247,4.917633,1.511386,False
Ag2Mg1Sn0.5Zr0.5Te4_kesterite,488,5.222770,6.728064,1.505294,False
Ag2Mg1Sn0.5Zr0.5Te4_stannite,488,5.452713,6.659391,1.206678,False
Ag2Mg1Sn1S1Se1Te2_kesterite,496,4.738844,5.752354,1.013510,True
Ag2Mg1Sn1S1Se1Te2_stannite,496,5.053766,5.642298,0.588532,True
Ag2Mg1Sn1S1Se2Te1_kesterite,496,4.094788,5.280504,1.185716,True
Ag2Mg1Sn1S1Se2Te1_stannite,496,4.368720,5.157673,0.788953,True
Ag2Mg1Sn1S1Se3_kesterite,496,3.427128,4.778721,1.351593,True
Ag2Mg1Sn1S1Se3_stannite,496,3.494640,4.644544,1.149904,True
Ag2Mg1Sn1S1Te3_kesterite,496,4.163301,5.033213,0.869912,True
Ag2Mg1Sn1S1Te3_stannite,496,5.497688,6.208957,0.711269,True
Ag2Mg1Sn1S2Se1Te1_kesterite,496,4.278471,5.546621,1.268150,True
Ag2Mg1Sn1S2Se1Te1_stannite,496,4.858635,5.439288,0.580653,True
Ag2Mg1Sn1S2Se2_kesterite,496,3.515045,5.037838,1.522793,True
Ag2Mg1Sn1S2Se2_stannite,496,3.584367,4.904233,1.319866,True
Ag2Mg1Sn1S2Te2_kesterite,496,4.158283,5.223498,1.065215,True
Ag2Mg1Sn1S2Te2_stannite,496,4.286078,5.170303,0.884225,True
Ag2Mg1Sn1S3Se1_kesterite,496,3.417938,5.284827,1.866889,True
Ag2Mg1Sn1S3Se1_stannite,496,4.186183,5.168064,0.981881,True
Ag2Mg1Sn1S3Te1_kesterite,496,4.558865,5.782023,1.223158,True
Ag2Mg1Sn1S3Te1_stannite,496,5.071034,5.685937,0.614903,True
Ag2Mg1Sn1S4_kesterite,124,3.190124,5.193345,2.003221,True
Ag2Mg1Sn1S4_stannite,124,3.386055,5.124396,1.738341,True
Ag2Mg1Sn1Se1Te3_kesterite,496,4.077212,4.920486,0.843274,True
Ag2Mg1Sn1Se1Te3_stannite,496,4.132002,4.811124,0.679122,True
Ag2Mg1Sn1Se2Te2_stannite,496,5.137750,5.762488,0.624738,True
Ag2Mg1Sn1Se3Te1_kesterite,496,4.136704,5.346655,1.209951,True
Ag2Mg1Sn1Se3Te1_stannite,496,4.405918,5.202119,0.796201,True
Ag2Mg1Sn1Se4_kesterite,124,2.647973,3.954434,1.306461,True
Ag2Mg1Sn1Te4_kesterite,124,4.503486,5.482009,0.978523,True
Ag2Mg1Sn1Te4_stannite,124,4.630913,5.310727,0.679814,True
Ag2Mg1Zr1S1Se1Te2_stannite,480,4.536115,5.983797,1.447682,True
Ag2Mg1Zr1S1Se2Te1_kesterite,480,3.254025,5.045851,1.791826,True
Ag2Mg1Zr1S1Se2Te1_stannite,480,4.261827,5.683607,1.421780,True
Ag2Mg1Zr1S1Se3_kesterite,480,3.097939,5.328805,2.230866,True
Ag2Mg1Zr1S1Se3_stannite,480,3.052004,5.386938,2.334934,True
Ag2Mg1Zr1S1Te3_kesterite,480,3.705911,5.316415,1.610504,False
Ag2Mg1Zr1S1Te3_stannite,480,4.949800,6.238624,1.288824,True
Ag2Mg1Zr1S2Se1Te1_kesterite,480,4.151588,5.881421,1.729833,False
Ag2Mg1Zr1S2Se1Te1_stannite,480,4.555145,5.838290,1.283145,True
Ag2Mg1Zr1S2Te2_stannite,480,4.518616,6.100239,1.581623,True
Ag2Mg1Zr1S3Se1_kesterite,480,3.085770,5.790628,2.704858,False
Ag2Mg1Zr1S3Se1_stannite,480,3.354766,5.862414,2.507648,True
Ag2Mg1Zr1S3Te1_kesterite,480,4.396490,6.105676,1.709186,True
Ag2Mg1Zr1S3Te1_stannite,480,4.820908,6.102336,1.281428,True
Ag2Mg1Zr1S4_kesterite,480,3.614950,6.036090,2.421140,True
Ag2Mg1Zr1S4_stannite,480,3.382222,6.143641,2.761419,True
Ag2Mg1Zr1Se1Te3_kesterite,480,4.675442,6.264279,1.588837,True
Ag2Mg1Zr1Se1Te3_stannite,480,4.946062,6.278245,1.332183,True
Ag2Mg1Zr1Se2Te2_kesterite,480,4.204282,5.975191,1.770909,True
Ag2Mg1Zr1Se2Te2_stannite,480,4.230940,5.943398,1.712458,True
Ag2Mg1Zr1Se3Te1_kesterite,480,3.843651,5.643848,1.800197,False
Ag2Mg1Zr1Se3Te1_stannite,480,4.248976,5.661656,1.412680,True
Ag2Mg1Zr1Se4_kesterite,480,2.776677,5.298564,2.521887,True
Ag2Mg1Zr1Se4_stannite,480,2.981242,5.359533,2.378291,True
Ag2Mg1Zr1Te4_kesterite,480,5.067407,6.537242,1.469835,True
Ag2Mg1Zr1Te4_stannite,480,5.160541,6.554007,1.393466,True
Ag2Sr0.5Ba0.5Ge1S4_kesterite,560,3.001844,4.825820,1.823976,False
Ag2Sr0.5Ba0.5Ge1S4_stannite,560,3.638175,5.899636,2.261461,True
Ag2Sr0.5Ba0.5Ge1Se4_kesterite,560,2.466698,3.732635,1.265937,False
Ag2Sr0.5Ba0.5Ge1Se4_stannite,560,2.673650,4.345781,1.672131,True
Ag2Sr0.5Ba0.5Ge1Te4_stannite,560,4.362089,5.720649,1.358560,True
Ag2Sr0.5Ba0.5Sn1S4_kesterite,560,3.315509,5.284616,1.969107,False
Ag2Sr0.5Ba0.5Sn1S4_stannite,560,3.585753,5.526348,1.940595,True
Ag2Sr0.5Ba0.5Sn1Se4_kesterite,560,3.297431,4.710596,1.413165,True
Ag2Sr0.5Ba0.5Sn1Se4_stannite,560,3.463806,4.908802,1.444996,True
Ag2Sr0.5Ba0.5Sn1Te4_kesterite,560,3.286911,4.030430,0.743519,True
Ag2Sr0.5Ba0.5Zr1S4_kesterite,544,3.277955,5.618073,2.340118,False
Ag2Sr0.5Ba0.5Zr1S4_stannite,544,3.530248,5.792993,2.262745,True
Ag2Sr0.5Ba0.5Zr1Se4_kesterite,544,3.158565,5.066233,1.907668,False
Ag2Sr0.5Ba0.5Zr1Se4_stannite,544,3.331961,5.249867,1.917906,True
Ag2Sr0.5Ba0.5Zr1Te4_kesterite,544,3.345037,4.860210,1.515173,False
Ag2Sr0.5Ba0.5Zr1Te4_stannite,544,5.359296,6.393772,1.034476,True
Ag2Sr0.5Cd0.5Ge1S4_kesterite,568,3.072489,4.672183,1.599694,True
Ag2Sr0.5Cd0.5Ge1S4_stannite,568,2.883587,4.711797,1.828210,True
Ag2Sr0.5Cd0.5Ge1Se4_kesterite,568,2.483930,3.709194,1.225264,True
Ag2Sr0.5Cd0.5Ge1Se4_stannite,568,2.686795,3.622487,0.935692,True
Ag2Sr0.5Cd0.5Ge1Te4_kesterite,568,4.594942,5.468002,0.873060,True
Ag2Sr0.5Cd0.5Ge1Te4_stannite,568,4.703817,5.414898,0.711081,True
Ag2Sr0.5Cd0.5Sn1S4_kesterite,568,3.482903,5.063562,1.580659,True
Ag2Sr0.5Cd0.5Sn1S4_stannite,568,3.586009,4.988535,1.402526,True
Ag2Sr0.5Cd0.5Sn1Se4_kesterite,568,3.154827,4.182493,1.027666,True
Ag2Sr0.5Cd0.5Sn1Se4_stannite,568,3.238623,4.104734,0.866111,True
Ag2Sr0.5Cd0.5Sn1Te4_kesterite,568,3.491359,4.195916,0.704557,True
Ag2Sr0.5Cd0.5Sn1Te4_stannite,568,5.383011,6.231480,0.848469,True
Ag2Sr0.5Cd0.5Zr1S4_kesterite,552,3.407812,5.509908,2.102096,True
Ag2Sr0.5Cd0.5Zr1S4_stannite,552,3.412663,5.322304,1.909641,False
Ag2Sr0.5Cd0.5Zr1Se4_kesterite,552,2.222229,3.972258,1.750029,True
Ag2Sr0.5Cd0.5Zr1Se4_stannite,552,2.954293,4.523957,1.569664,False
Ag2Sr0.5Cd0.5Zr1Te4_kesterite,552,3.235213,4.651151,1.415938,True
Ag2Sr0.5Cd0.5Zr1Te4_stannite,552,4.942947,5.891661,0.948714,True
Ag2Sr0.5Zn0.5Ge1S4_kesterite,568,3.139891,5.018557,1.878666,False
Ag2Sr0.5Zn0.5Ge1S4_stannite,568,3.051486,4.699627,1.648141,True
Ag2Sr0.5Zn0.5Ge1Se4_kesterite,568,2.596608,3.808986,1.212378,False
Ag2Sr0.5Zn0.5Ge1Se4_stannite,568,2.761260,3.508148,0.746888,True
Ag2Sr0.5Zn0.5Ge1Te4_kesterite,568,4.639949,5.472530,0.832581,True
Ag2Sr0.5Zn0.5Ge1Te4_stannite,568,4.742418,5.183753,0.441335,True
Ag2Sr0.5Zn0.5Sn1S4_kesterite,568,3.467190,5.099383,1.632193,False
Ag2Sr0.5Zn0.5Sn1S4_stannite,568,3.384228,4.879624,1.495396,True
Ag2Sr0.5Zn0.5Sn1Se4_kesterite,568,3.036009,4.093586,1.057577,True
Ag2Sr0.5Zn0.5Sn1Se4_stannite,568,3.179914,3.915235,0.735321,True
