compound,defect,cdir,nelect,F,conv,lat_match
Ag2Sr1Sn1S4_kesterite,Sr_S,Neutral,2524.0000,-.12747791E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_S,Charged+1,2513,-.12742444E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_S,Charged+2,2512,-.12775389E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_S,Charged-1,2515,-.12667491E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_S,Charged-2,2516,-.12625890E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_S,Neutral,2514.0000,-.12708456E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_Sr,Charged+1,2509,-.12724387E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_Sr,Charged+2,2508,-.12756642E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_Sr,Charged-1,2511,-.12658158E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_Sr,Charged-2,2512,-.12623282E+04,1,0
Ag2Sr1Sn1S4_kesterite,V_Sr,Neutral,2510.0000,-.12691845E+04,1,0
Ag2Sr1Sn1Se4_stannite,Ag_Se,Charged+1,2524,-.12033555E+04,1,0
Ag2Sr1Sn1Se4_stannite,Ag_Se,Charged+2,2523,-.12076747E+04,1,0
Ag2Sr1Sn1Se4_stannite,Ag_Se,Charged-1,2526,-.11938379E+04,1,0
Ag2Sr1Sn1Se4_stannite,Ag_Se,Charged-2,2527,-.11890020E+04,1,0
Ag2Sr1Sn1Se4_stannite,Ag_Se,Neutral,2525.0000,-.11984314E+04,1,0
Ag2Sr1Sn1Se4_stannite,Se_i,Charged+1,2525,-.12085947E+04,1,0
Ag2Sr1Sn1Se4_stannite,Se_i,Charged+2,2524,-.12123815E+04,1,0
Ag2Sr1Sn1Se4_stannite,Se_i,Charged-1,2527,-.11991264E+04,1,0
Ag2Sr1Sn1Se4_stannite,Se_i,Charged-2,2528,-.11945330E+04,1,0
Ag2Sr1Sn1Se4_stannite,Se_i,Neutral,2526.0000,-.12040019E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Ag_Sr,Charged+1,2437,-.14727296E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Ag_Sr,Charged+2,2436,-.14762716E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Ag_Sr,Charged-1,2439,-.14664845E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Ag_Sr,Charged-2,2440,-.14628376E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Ag_Sr,Neutral,2438.0000,-.14691344E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,S_Se,Charged+1,2447,-.14804845E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,S_Se,Charged+2,2446,-.14841341E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,S_Se,Charged-1,2449,-.14719849E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,S_Se,Charged-2,2450,-.14671408E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,S_Se,Neutral,2448.0000,-.14767775E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Sr_i,Charged+1,2457,-.14834692E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Sr_i,Charged+2,2456,-.14885653E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Sr_i,Charged-1,2459,-.14737363E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Sr_i,Charged-2,2460,,0,0
Ag2Sr1Zr1S2Se1Te1_stannite,Sr_i,Neutral,2458.0000,,0,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Ag,Charged+1,2442,-.14794568E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Ag,Charged+2,2441,-.14831930E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Ag,Charged-1,2444,-.14716449E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Ag,Charged-2,2445,-.14668278E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Ag,Neutral,2443.0000,-.14755634E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Se,Charged+1,2447,-.14788326E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Se,Charged+2,2446,-.14824958E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Se,Charged-1,2449,-.14702901E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Se,Charged-2,2450,-.14654262E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Se,Neutral,2448.0000,-.14751038E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Sr,Charged+1,2437,-.14727251E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Sr,Charged+2,2436,-.14762562E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Sr,Charged-1,2439,-.14664753E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Sr,Charged-2,2440,-.14628280E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Sr,Neutral,2438.0000,-.14691630E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Zr,Charged+1,2441,-.14701076E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Zr,Charged+2,2440,-.14737745E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Zr,Charged-1,2443,-.14617980E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Zr,Charged-2,2444,-.14572230E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Te_Zr,Neutral,2442.0000,-.14663617E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_S,Charged+1,2441,-.14729153E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_S,Charged+2,2440,-.14765249E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_S,Charged-1,2443,-.14644277E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_S,Charged-2,2444,-.14596065E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_S,Neutral,2442.0000,-.14692267E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_Se,Charged+1,2441,-.14732953E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_Se,Charged+2,2440,-.14782013E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_Se,Charged-1,2443,-.14648385E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_Se,Charged-2,2444,-.14599736E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,V_Se,Neutral,2442.0000,-.14696203E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Ag,Charged+1,2448,-.14861734E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Ag,Charged+2,2447,-.14906910E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Ag,Charged-1,2450,-.14772338E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Ag,Charged-2,2451,-.14724146E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Ag,Neutral,2449.0000,-.14815676E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Se,Charged+1,2453,-.14836715E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Se,Charged+2,2452,-.14878004E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Se,Charged-1,2455,-.14744351E+04,1,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Se,Charged-2,2456,,0,0
Ag2Sr1Zr1S2Se1Te1_stannite,Zr_Se,Neutral,2454.0000,-.14792800E+04,1,0
Ag2Zn1Ge1S4_kesterite,Ag_Zn,Charged+1,2579,-.12148926E+04,1,0
Ag2Zn1Ge1S4_kesterite,Ag_Zn,Charged+2,2578,-.12188008E+04,1,0
Ag2Zn1Ge1S4_kesterite,Ag_Zn,Charged-1,2581,-.12068925E+04,1,0
Ag2Zn1Ge1S4_kesterite,Ag_Zn,Charged-2,2582,-.12028025E+04,1,0
Ag2Zn1Ge1S4_kesterite,Ag_Zn,Neutral,2580.0000,-.12108996E+04,1,0
Ag2Zn1Ge1S4_stannite,Ag_Zn,Charged+1,2579,-.12074817E+04,1,0
Ag2Zn1Ge1S4_stannite,Ag_Zn,Charged+2,2578,-.12116625E+04,1,0
Ag2Zn1Ge1S4_stannite,Ag_Zn,Charged-1,2581,-.11989820E+04,1,0
Ag2Zn1Ge1S4_stannite,Ag_Zn,Charged-2,2582,-.11946387E+04,1,0
Ag2Zn1Ge1S4_stannite,Ag_Zn,Neutral,2580.0000,-.12032547E+04,1,0
Ag2Zn1Ge1S4_stannite,V_S,Charged+1,2585,-.12052493E+04,1,0
Ag2Zn1Ge1S4_stannite,V_S,Charged+2,2584,-.12094699E+04,1,0
Ag2Zn1Ge1S4_stannite,V_S,Charged-1,2587,-.11967057E+04,1,0
Ag2Zn1Ge1S4_stannite,V_S,Charged-2,2588,-.11919550E+04,1,0
Ag2Zn1Ge1S4_stannite,V_S,Neutral,2586.0000,-.12014113E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Ag_Zn,Charged+1,2579,-.11103912E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Ag_Zn,Charged+2,2578,-.11134471E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Ag_Zn,Charged-1,2581,-.11041100E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Ag_Zn,Charged-2,2582,-.11008733E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Ag_Zn,Neutral,2580.0000,-.11072819E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Se_Zn,Charged+1,2579,-.11103925E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Se_Zn,Charged+2,2578,-.11134434E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Se_Zn,Charged-1,2581,-.11040956E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Se_Zn,Charged-2,2582,-.11008799E+04,1,0
Ag2Zn1Ge1Se4_kesterite,Se_Zn,Neutral,2580.0000,-.11072814E+04,1,0
Ag2Zn1Sn1S4_kesterite,Ag_i,Charged+1,2602,-.11973106E+04,1,0
Ag2Zn1Sn1S4_kesterite,Ag_i,Charged+2,2601,-.12015990E+04,1,0
Ag2Zn1Sn1S4_kesterite,Ag_i,Charged-1,2604,-.11880590E+04,1,0
Ag2Zn1Sn1S4_kesterite,Ag_i,Charged-2,2605,-.11827650E+04,1,0
Ag2Zn1Sn1S4_kesterite,Ag_i,Neutral,2603.0000,-.11927112E+04,1,0
Ag2Zn1Sn1S4_kesterite,Zn_i,Charged+1,2603,-.11959838E+04,1,0
Ag2Zn1Sn1S4_kesterite,Zn_i,Charged+2,2602,-.12005301E+04,1,0
Ag2Zn1Sn1S4_kesterite,Zn_i,Charged-1,2605,-.11863036E+04,1,0
Ag2Zn1Sn1S4_kesterite,Zn_i,Charged-2,2606,-.11812111E+04,1,0
Ag2Zn1Sn1S4_kesterite,Zn_i,Neutral,2604.0000,-.11913777E+04,1,0
Ag2Zn1Sn1Se4_kesterite,Zn_Se,Charged+1,2597,-.10933134E+04,1,0
Ag2Zn1Sn1Se4_kesterite,Zn_Se,Charged+2,2596,-.10966251E+04,1,0
Ag2Zn1Sn1Se4_kesterite,Zn_Se,Charged-1,2599,-.10865597E+04,1,0
Ag2Zn1Sn1Se4_kesterite,Zn_Se,Charged-2,2600,-.10830726E+04,1,0
Ag2Zn1Sn1Se4_kesterite,Zn_Se,Neutral,2598.0000,-.10899838E+04,1,0
Ag2Zn1Sn1Se4_stannite,Se_i,Charged+1,2597,-.10946040E+04,1,0
Ag2Zn1Sn1Se4_stannite,Se_i,Charged+2,2596,-.10979345E+04,1,0
Ag2Zn1Sn1Se4_stannite,Se_i,Charged-1,2599,-.10877559E+04,1,0
Ag2Zn1Sn1Se4_stannite,Se_i,Charged-2,2600,-.10836663E+04,1,0
Ag2Zn1Sn1Se4_stannite,Se_i,Neutral,2598.0000,-.10912351E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,Al_Cs,Charged+1,2150,-.11998017E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,Al_Cs,Charged+2,2149,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,Al_Cs,Charged-1,2152,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,Al_Cs,Charged-2,2153,-.11902925E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,Al_Cs,Neutral,2151.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,S_Cs,Charged+1,2150,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,S_Cs,Charged+2,2149,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,S_Cs,Charged-1,2152,-.11933982E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,S_Cs,Charged-2,2153,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,S_Cs,Neutral,2151.0000,-.11965472E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Ag,Charged+1,2148,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Ag,Charged+2,2147,-.12006475E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Ag,Charged-1,2150,-.11910790E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Ag,Charged-2,2151,-.11872933E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Ag,Neutral,2149.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Cs,Charged+1,2150,-.12001156E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Cs,Charged+2,2149,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Cs,Charged-1,2152,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Cs,Charged-2,2153,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_Cs,Neutral,2151.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_In,Charged+1,2146,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_In,Charged+2,2145,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_In,Charged-1,2148,-.11881450E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_In,Charged-2,2149,-.11856485E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_In,Neutral,2147.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_S,Charged+1,2153,-.11950632E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_S,Charged+2,2152,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_S,Charged-1,2155,-.11886301E+04,1,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_S,Charged-2,2156,,0,0
Cs0.5Ag0.5Al0.5In0.5S1Se1_stannite,V_S,Neutral,2154.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_Ag,Charged+1,2151,-.12502657E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_Ag,Charged+2,2150,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_Ag,Charged-1,2153,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_Ag,Charged-2,2154,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_Ag,Neutral,2152.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_i,Charged+1,2162,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_i,Charged+2,2161,-.12590326E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_i,Charged-1,2164,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_i,Charged-2,2165,-.12402012E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Al_i,Neutral,2163.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Cs_Ag,Charged+1,2157,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Cs_Ag,Charged+2,2156,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Cs_Ag,Charged-1,2159,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Cs_Ag,Charged-2,2160,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,Cs_Ag,Neutral,2158.0000,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,S_In,Charged+1,2146,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,S_In,Charged+2,2145,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,S_In,Charged-1,2148,-.12318254E+04,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,S_In,Charged-2,2149,,0,0
Cs0.5Ag0.5Al0.5In0.5S2_kesterite,S_In,Neutral,2147.0000,-.12411449E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Ag_Cs,Charged+1,1790,-.12666915E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Ag_Cs,Charged+2,1789,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Ag_Cs,Charged-1,1792,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Ag_Cs,Charged-2,1793,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Ag_Cs,Neutral,1791.0000,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Se_Al,Charged+1,1796,-.12611577E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Se_Al,Charged+2,1795,-.12425504E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Se_Al,Charged-1,1798,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Se_Al,Charged-2,1799,-.12566749E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,Se_Al,Neutral,1797.0000,-.12621091E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,V_Al,Charged+1,1796,-.12617864E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,V_Al,Charged+2,1795,,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,V_Al,Charged-1,1798,-.12554748E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,V_Al,Charged-2,1799,-.12622538E+04,0,0
Cs0.5Ag0.5Al1S1Se1_kesterite,V_Al,Neutral,1797.0000,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Al_Te,Charged+1,1796,-.11570544E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Al_Te,Charged+2,1795,-.11432668E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Al_Te,Charged-1,1798,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Al_Te,Charged-2,1799,-.11369587E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Al_Te,Neutral,1797.0000,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Cs_Se,Charged+1,1802,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Cs_Se,Charged+2,1801,-.11457618E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Cs_Se,Charged-1,1804,-.11267732E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Cs_Se,Charged-2,1805,-.11310882E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Cs_Se,Neutral,1803.0000,-.11406418E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Te_i,Charged+1,1805,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Te_i,Charged+2,1804,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Te_i,Charged-1,1807,-.11503969E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Te_i,Charged-2,1808,,0,0
Cs0.5Ag0.5Al1Se1Te1_kesterite,Te_i,Neutral,1806.0000,,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Al_Se,Charged+1,1796,-.11444014E+04,1,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Al_Se,Charged+2,1795,,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Al_Se,Charged-1,1798,-.11365016E+04,1,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Al_Se,Charged-2,1799,,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Al_Se,Neutral,1797.0000,-.11404710E+04,1,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Se_Ag,Charged+1,1794,-.11461477E+04,1,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Se_Ag,Charged+2,1793,,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Se_Ag,Charged-1,1796,-.11379174E+04,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Se_Ag,Charged-2,1797,,0,0
Cs0.5Ag0.5Al1Se1Te1_stannite,Se_Ag,Neutral,1795.0000,-.11422183E+04,1,0
Cs0.5Ag0.5Al1Se2_kesterite,Se_i,Charged+1,1805,-.12153033E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,Se_i,Charged+2,1804,-.12159891E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,Se_i,Charged-1,1807,0.14370882E+06,0,0
Cs0.5Ag0.5Al1Se2_kesterite,Se_i,Charged-2,1808,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,Se_i,Neutral,1806.0000,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Ag,Charged+1,1788,-.12181228E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Ag,Charged+2,1787,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Ag,Charged-1,1790,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Ag,Charged-2,1791,-.12092693E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Ag,Neutral,1789.0000,-.12159363E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Al,Charged+1,1796,0.27237208E+05,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Al,Charged+2,1795,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Al,Charged-1,1798,,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Al,Charged-2,1799,-.12004304E+04,0,0
Cs0.5Ag0.5Al1Se2_kesterite,V_Al,Neutral,1797.0000,-.11985562E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Al_i,Charged+1,1802,,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Al_i,Charged+2,1801,-.10903008E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Al_i,Charged-1,1804,-.10714199E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Al_i,Charged-2,1805,,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Al_i,Neutral,1803.0000,-.10869147E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Cs_Ag,Charged+1,1797,-.10822367E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Cs_Ag,Charged+2,1796,,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Cs_Ag,Charged-1,1799,,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Cs_Ag,Charged-2,1800,,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Cs_Ag,Neutral,1798.0000,-.10807622E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Te_Cs,Charged+1,1790,-.10697620E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Te_Cs,Charged+2,1789,-.10724586E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Te_Cs,Charged-1,1792,-.10616688E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Te_Cs,Charged-2,1793,-.10575859E+04,0,0
Cs0.5Ag0.5Al1Te2_kesterite,Te_Cs,Neutral,1791.0000,-.10644187E+04,0,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,Mg_Cs,Charged+1,2186,-.11108128E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,Mg_Cs,Charged+2,2185,-.11111027E+04,0,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,Mg_Cs,Charged-1,2188,-.11055000E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,Mg_Cs,Charged-2,2189,-.11013981E+04,0,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,Mg_Cs,Neutral,2187.0000,-.11063242E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,V_Ag,Charged+1,2184,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,V_Ag,Charged+2,2183,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,V_Ag,Charged-1,2186,-.11042024E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,V_Ag,Charged-2,2187,-.11012205E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,V_Ag,Neutral,2185.0000,-.11059996E+04,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Mg_Ag,Charged+1,2186,-.11069719E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Mg_Ag,Charged+2,2185,-.11095332E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Mg_Ag,Charged-1,2188,-.11017264E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Mg_Ag,Charged-2,2189,-.10985669E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Mg_Ag,Neutral,2187.0000,-.11043855E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Se_Cs,Charged+1,2186,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Se_Cs,Charged+2,2185,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Se_Cs,Charged-1,2188,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Se_Cs,Charged-2,2189,-.10967991E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Se_Cs,Neutral,2187.0000,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Sn_Cs,Charged+1,2186,-.11043685E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Sn_Cs,Charged+2,2185,-.11069750E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Sn_Cs,Charged-1,2188,-.10992916E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Sn_Cs,Charged-2,2189,-.10966920E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,Sn_Cs,Neutral,2187.0000,-.11018548E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,V_Se,Charged+1,2189,,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,V_Se,Charged+2,2188,-.11059370E+04,1,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,V_Se,Charged-1,2191,-.11001734E+04,0,0
Cs0.5Ag1.5Mg1Sn1Se4_stannite,V_Se,Charged-2,2192,-.11010155E+04,1,0
