compound,d_eform,d_edec,d_eps,d_slme,pass
Cs0.5Ag0.5Ga1Se2_kesterite,4.281249976756385e-08,1.7125000084661224e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag0.5Ga1Se2_stannite,6.000000007944095e-08,2.3999999854140697e-07,0.0,0.0,True
Cs0.5Ag0.5Ga1Te2_kesterite,5.687499937678808e-08,2.2749999928350917e-07,3.552713678800501e-15,0.0,True
Cs0.5Ag0.5Ga1Te2_stannite,7.67187500194666e-08,3.0687499830150955e-07,3.333333253863202e-08,0.2601999999999993,False
Cs0.5Ag0.5In1S1Te1_kesterite,3.79687503659909e-08,1.5187499613489308e-07,1.7763568394002505e-15,0.6923999999999992,False
Cs0.5Ag0.5In1S1Te1_stannite,5.828124960416403e-08,2.331249930875856e-07,0.0,0.15339999999999776,False
Cs0.5Ag0.5In1S2_kesterite,6.640625027642955e-08,2.656250011057182e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag0.5In1S2_stannite,6.343749969772716e-08,2.5374999879090865e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag0.5In1Se2_kesterite,1.515625003278842e-08,6.062500190751052e-08,3.333333342681044e-08,0.0,True
Cs0.5Ag0.5In1Se2_stannite,2.281249988911327e-08,9.125000133280992e-08,3.333333342681044e-08,0.0,True
Cs0.5Ag0.5In1Te2_kesterite,3.999999975690116e-08,1.5999999902760464e-07,3.333333342681044e-08,0.01529999999999987,False
Cs0.5Ag0.5In1Te2_stannite,3.203125009676455e-08,1.281250003870582e-07,8.881784197001252e-16,0.0,True
Cs0.5Ag1.5Ba1Ge1S4_stannite,3.04687488572597e-08,2.4374999441079126e-07,0.0,0.0,True
Cs0.5Ag1.5Ba1Ge1Se4_stannite,3.656250058270416e-08,2.924999975562059e-07,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Ba1Sn1Te4_stannite,6.531250029695457e-08,5.225000023756365e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ba1Zr1S4_kesterite,1.937499982673785e-08,1.5500000216661647e-07,8.881784197001252e-16,0.0,True
Cs0.5Ag1.5Ba1Zr1S4_stannite,2.0624998597895683e-08,1.6499999588859282e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ba1Zr1Se4_kesterite,1.6093749000134494e-08,1.2874999555378963e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ba1Zr1Se4_stannite,3.4687499539387545e-08,2.7749999986781404e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ba1Zr1Te4_kesterite,2.8125000550716095e-08,2.2500000085301508e-07,0.0,0.0,True
Cs0.5Ag1.5Ba1Zr1Te4_stannite,2.9531249889913624e-08,2.3624999556659532e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ca1Ge1Te4_stannite,4.359374994322707e-08,3.4874999954581654e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ca1Sn1Te4_stannite,1.8749997110489858e-09,1.4999997688391886e-08,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ca1Zr1S4_stannite,5.015625026416615e-08,4.012499985606155e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Ca1Zr1Se4_kesterite,7.031249804612116e-09,5.624999488418325e-08,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Cd1Ge1S4_kesterite,2.109374896974714e-08,1.6874999886340447e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Cd1Ge1Se4_kesterite,2.2656251097430413e-08,1.8125000167401595e-07,3.333333342681044e-08,5.3724000000000025,False
Cs0.5Ag1.5Cd1Ge1Se4_stannite,1.0156250951354195e-08,8.12500005054062e-08,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Cd1Sn1S4_kesterite,3.859375041770363e-08,3.087499962362017e-07,4.440892098500626e-16,,False
Cs0.5Ag1.5Cd1Sn1S4_stannite,5.343750064668029e-08,4.27499998068015e-07,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Cd1Sn1Se4_kesterite,7.265624946128924e-08,5.812499992430276e-07,8.881784197001252e-16,0.0,True
Cs0.5Ag1.5Cd1Sn1Se4_stannite,6.656249995629082e-08,5.325000032030403e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Cd1Sn1Te4_kesterite,3.5156249911239e-08,2.81249999289912e-07,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Cd1Zr1S4_kesterite,6.187500067866836e-08,4.950000018766332e-07,3.333333342681044e-08,,False
Cs0.5Ag1.5Cd1Zr1S4_stannite,6.328125001786589e-08,5.062500036956408e-07,3.333333387089965e-08,0.0,True
Cs0.5Ag1.5Cd1Zr1Se4_kesterite,4.1562500552316806e-08,3.3250000086582077e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Cd1Zr1Se4_stannite,3.718750063441689e-08,2.9750000152262146e-07,8.881784197001252e-16,0.0,True
Cs0.5Ag1.5Cd1Zr1Te4_stannite,4.687485954946169e-10,3.749995869384293e-09,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Ge1S4_kesterite,6.921874939891381e-08,5.537499987440242e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Ge1S4_stannite,3.8124999601762966e-08,3.050000003668174e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Ge1Se4_kesterite,3.281250027242777e-08,2.624999950739948e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Ge1Se4_stannite,5.765625132880814e-08,4.6125000352503776e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Sn1S4_kesterite,3.078125088151751e-08,2.462500034994264e-07,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Mg1Sn1S4_stannite,6.968749843849764e-08,5.574999946134085e-07,4.440892098500626e-16,0.0,True
Cs0.5Ag1.5Mg1Sn1Se4_kesterite,7.578125060803131e-08,6.062499977588232e-07,0.0,0.0,True
Cs0.5Ag1.5Mg1Sn1Se4_stannite,5.546874959350134e-08,4.437500038534381e-07,0.0,0.0,True
Cs0.5Ag1.5Mg1Sn1Te4_kesterite,6.921874984300302e-08,5.537499987440242e-07,8.881784197001252e-16,0.0,True
Cs0.5Ag1.5Mg1Sn1Te4_stannite,4.374999917899913e-09,3.4999999343199306e-08,3.333333253863202e-08,0.9390000000000001,False
Cs0.5Ag1.5Mg1Zr1S4_kesterite,6.531249896468694e-08,5.224999952702092e-07,3.333333342681044e-08,,False
Cs0.5Ag1.5Mg1Zr1S4_stannite,7.406249968866518e-08,5.925000010620352e-07,0.0,0.0,True
Cs0.5Ag1.5Mg1Zr1Se4_kesterite,2.8906249394111683e-08,2.3124999870560714e-07,3.333333431498886e-08,0.0,True
Cs0.5Ag1.5Mg1Zr1Se4_stannite,6.359375115394528e-08,5.087500056788485e-07,4.440892098500626e-16,0.0,True
Cs0.5Ag1.5Mg1Zr1Te4_kesterite,6.796874929548835e-08,5.437499979166205e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Mg1Zr1Te4_stannite,6.953124964681479e-08,5.56250000727232e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Sr1Ge1S4_stannite,6.281249964601443e-08,5.025000007208291e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Sr1Ge1Se4_stannite,7.203124852139808e-08,5.76249995276612e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Sr1Sn1S4_kesterite,6.50000004931428e-08,5.200000003924288e-07,3.333333387089965e-08,0.0,True
Cs0.5Ag1.5Sr1Sn1S4_stannite,1.0937500238838993e-08,8.749999835799827e-08,0.0,0.0,True
Cs0.5Ag1.5Sr1Sn1Se4_stannite,6.453124878902372e-08,5.162499974176171e-07,3.333333431498886e-08,0.0,True
Cs0.5Ag1.5Sr1Zr1Se4_kesterite,7.718749950313963e-08,6.174999995778307e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Sr1Zr1Te4_kesterite,1.2187500342264457e-08,9.749999918540198e-08,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Ge1S4_kesterite,3.718750019032768e-08,2.9750000152262146e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Ge1S4_stannite,6.156249998667818e-08,4.924999998934254e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Ge1Se4_kesterite,2.2656250653341203e-08,1.8125000167401595e-07,0.0,,False
Cs0.5Ag1.5Zn1Ge1Se4_stannite,4.562500111049417e-08,3.6500000533123966e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Ge1Te4_kesterite,7.156250036999268e-08,5.724999994072277e-07,3.333333431498886e-08,0.006399999999999295,True
Cs0.5Ag1.5Zn1Ge1Te4_stannite,2.1250000425965254e-08,1.6999999985500835e-07,3.333333253863202e-08,0.6920999999999999,False
Cs0.5Ag1.5Zn1Sn1S4_kesterite,1.765624979555014e-08,1.412499983644011e-07,0.0,0.0,True
Cs0.5Ag1.5Zn1Sn1S4_stannite,5.1562500047452886e-08,4.125000003796231e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Sn1Se4_kesterite,6.29687493258757e-08,5.037499946070056e-07,3.333333342681044e-08,,False
Cs0.5Ag1.5Zn1Sn1Se4_stannite,5.890625054405518e-08,4.7125000435244147e-07,3.333333253863202e-08,9.999999999976694e-05,True
Cs0.5Ag1.5Zn1Sn1Te4_kesterite,7.531249979209065e-08,6.024999983367252e-07,8.881784197001252e-16,0.0005999999999986017,True
Cs0.5Ag1.5Zn1Sn1Te4_stannite,3.87499996534757e-08,3.099999972278056e-07,7.105427357601002e-15,0.0,True
Cs0.5Ag1.5Zn1Zr1S4_kesterite,6.531249896468694e-08,5.224999952702092e-07,3.333333342681044e-08,0.0,True
Cs0.5Ag1.5Zn1Zr1S4_stannite,3.2968749064110625e-08,2.637499960655987e-07,3.333333342681044e-08,,False
Cs0.5Ag1.5Zn1Zr1Se4_kesterite,1.1093750362789478e-08,8.874999934960215e-08,3.333333253863202e-08,0.0,True
Cs0.5Ag1.5Zn1Zr1Se4_stannite,1.79687495993619e-08,1.4375000034760888e-07,3.333333298272123e-08,0.0,True
Cs0.5Cu0.5Ag1Ba1Ge1Te4_stannite,1.7187499423698682e-08,1.3749999538958946e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu0.5Ag1Ba1Sn1Se4_kesterite,7.453124961642743e-08,5.962499969314194e-07,0.0,0.0,True
Cs0.5Cu0.5Ag1Ba1Sn1Se4_stannite,5.9218749903777734e-08,4.737499992302219e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Ba1Sn1Te4_stannite,1.7187500311877102e-08,1.3750000249501682e-07,3.333333431498886e-08,0.0,True
Cs0.5Cu0.5Ag1Ca1Zr1S4_stannite,2.937499976596314e-08,2.350000016804188e-07,4.440892098500626e-16,0.0,True
Cs0.5Cu0.5Ag1Ca1Zr1Te4_stannite,2.968750001386411e-08,2.3750001076905392e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Ge1S4_kesterite,2.2499999641212298e-08,1.8000000068241206e-07,3.333333431498886e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Ge1S4_stannite,7.578125105212052e-08,6.062500048642505e-07,3.333333342681044e-08,,False
Cs0.5Cu0.5Ag1Cd1Ge1Se4_stannite,4.046875057284183e-08,3.2375000103002094e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Sn1S4_kesterite,6.687500020419179e-08,5.349999980808207e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Sn1S4_stannite,4.906250028469117e-08,3.9249999872481567e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Cd1Sn1Se4_stannite,6.640625072051876e-08,5.312500022114364e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Sn1Te4_stannite,1.937499982673785e-08,1.5499999150847543e-07,0.0,0.26620000000000044,False
Cs0.5Cu0.5Ag1Cd1Zr1S4_kesterite,7.484375030841761e-08,5.987499989146272e-07,8.881784197001252e-16,,False
Cs0.5Cu0.5Ag1Cd1Zr1Se4_stannite,3.656250013861495e-08,2.925000046616333e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Zr1Te4_kesterite,3.4687500427565965e-08,2.775000069732414e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Cd1Zr1Te4_stannite,8.437499143809646e-09,6.749998959776349e-08,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Mg0.5Ca0.5Ge1Se1Te3_kesterite,2.9218750752235678e-08,2.3374999358338755e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu0.5Ag1Mg0.5Ca0.5Ge1Se1Te3_stannite,2.031249968226234e-08,1.6250000811623977e-07,3.333333253863202e-08,0.9197999999999995,False
Cs0.5Cu0.5Ag1Mg1Ge1S4_kesterite,1.624999912408498e-08,1.2999999654539351e-07,3.333333342681044e-08,,False
Cs0.5Cu0.5Ag1Mg1Ge1S4_stannite,1.249999659336254e-09,1.000000082740371e-08,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Mg1Ge1Se4_stannite,1.515625003278842e-08,1.212499967095937e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Mg1Ge1Te4_stannite,6.640624983234034e-08,5.312499880005817e-07,3.333333431498886e-08,0.23950000000000138,False
Cs0.5Cu0.5Ag1Mg1Sn1S4_stannite,5.375000045049205e-08,4.3000000005122274e-07,0.0,,False
Cs0.5Cu0.5Ag1Mg1Sn1Se4_stannite,1.5625001292818297e-08,1.250000067898327e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu0.5Ag1Mg1Sn1Te4_kesterite,1.6406250136213885e-08,1.3125001174785211e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Mg1Sn1Te4_stannite,6.50000004931428e-08,5.199999932870014e-07,1.7763568394002505e-15,0.11490000000000045,False
Cs0.5Cu0.5Ag1Mg1Zr1S4_kesterite,4.1562499664138386e-08,3.3250000086582077e-07,0.0,,False
Cs0.5Cu0.5Ag1Mg1Zr1S4_stannite,6.531249896468694e-08,5.224999952702092e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Mg1Zr1Se4_kesterite,6.171874966653945e-08,4.937500008850293e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Mg1Zr1Se4_stannite,2.4374999352261284e-08,1.9499999837080395e-07,3.333333431498886e-08,,False
Cs0.5Cu0.5Ag1Mg1Zr1Te4_kesterite,1.8125000611490805e-08,1.4500000844464012e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Zn0.5Cd0.5Sn0.5Ge0.5S3Se1_stannite,7.703125071145678e-08,6.162499985862269e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Zn1Ge1Se4_stannite,1.8750005992274055e-09,1.5000004793819244e-08,0.0,0.07450000000000045,False
Cs0.5Cu0.5Ag1Zn1Sn1S4_stannite,6.328124912968747e-08,5.062499965902134e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ag1Zn1Sn1Se4_stannite,1.2343750466214942e-08,9.875000017700586e-08,3.333333431498886e-08,,False
Cs0.5Cu0.5Ag1Zn1Sn1Te4_stannite,1.5468749392510972e-08,1.2374999869280146e-07,3.33333360913457e-08,0.03930000000000078,False
Cs0.5Cu0.5Ag1Zn1Zr1S4_kesterite,6.749999981181531e-08,5.399999949418088e-07,8.881784197001252e-16,,False
Cs0.5Cu0.5Ag1Zn1Zr1S4_stannite,3.484374877515961e-08,2.7874999375399057e-07,0.0,,False
Cs0.5Cu0.5Ag1Zn1Zr1Se4_stannite,3.23437494564871e-08,2.587499992046105e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Ag1Zn1Zr1Te4_stannite,2.7812499414636704e-08,2.2249999886980731e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Al0.5Ga0.5S1Se1_kesterite,6.7187495567111455e-09,2.687500000320142e-08,3.333333253863202e-08,,False
Cs0.5Cu0.5Al0.5Ga0.5S2_stannite,2.7031249238973487e-08,1.0812500050860763e-07,3.333333298272123e-08,0.0,True
Cs0.5Cu0.5Al0.5Ga0.5Se1Te1_stannite,1.3593750125551196e-08,5.4375000502204784e-08,0.0,0.0,True
Cs0.5Cu0.5Al0.5In0.5S1Te1_kesterite,3.515624902306058e-08,1.4062499786859917e-07,3.33333360913457e-08,0.0,True
Cs0.5Cu0.5Al0.5In0.5S1Te1_stannite,3.578125085113015e-08,1.4312499985180693e-07,0.0,0.007999999999999119,True
Cs0.5Cu0.5Al0.5In0.5Se1Te1_kesterite,5.718750006877826e-08,2.2875000382782673e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Al0.5In0.5Se1Te1_stannite,1.2656250270026703e-08,5.0624997527393134e-08,3.333333253863202e-08,0.0015000000000000568,True
Cs0.5Cu0.5Al0.5In0.5Se2_stannite,6.56250032093908e-09,2.624999950739948e-08,3.333333431498886e-08,0.0,True
Cs0.5Cu0.5Al1S1Se1_stannite,3.859374952952521e-08,1.5437500167081453e-07,3.333333431498886e-08,0.0,True
Cs0.5Cu0.5Al1S2_kesterite,5.4375000058115575e-08,2.1749999845610546e-07,3.333333298272123e-08,0.0,True
Cs0.5Cu0.5Al1S2_stannite,6.296875110223255e-08,2.518750008562165e-07,0.0,0.0,True
Cs0.5Cu0.5Al1Se1Te1_stannite,6.468750024524184e-08,2.5875000631003786e-07,0.0,0.0,True
Cs0.5Cu0.5Al1Se2_kesterite,3.203124920858613e-08,1.2812499861070137e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu0.5Al1Se2_stannite,2.7031249238973487e-08,1.0812500050860763e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Al1Te2_kesterite,1.2187499898175247e-08,4.874999959270099e-08,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5Al1Te2_stannite,6.85937502353795e-08,2.74375000941518e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ga0.5In0.5S1Se1_stannite,2.0156249114222646e-08,8.062500000960426e-08,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ga1S1Te1_kesterite,4.0937500500604074e-08,1.637500020024163e-07,3.33333360913457e-08,0.3660999999999994,False
Cs0.5Cu0.5Ga1S1Te1_stannite,5.2656250026927864e-08,2.1062500010771146e-07,3.333333431498886e-08,1.3609,False
Cs0.5Cu0.5Ga1Se2_kesterite,5.000000058430487e-08,2.0000000233721948e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5Ga1Se2_stannite,1.593749932027322e-08,6.374999728109287e-08,8.881784197001252e-16,0.42100000000000026,False
Cs0.5Cu0.5Ga1Te2_kesterite,5.515625023377879e-08,2.2062500093511517e-07,1.7763568394002505e-15,0.05910000000000082,False
Cs0.5Cu0.5Ga1Te2_stannite,2.0468750250302037e-08,8.187500100120815e-08,0.0,1.2700000000000005,False
Cs0.5Cu0.5In1S1Se1_stannite,5.06250006360176e-08,2.024999972149999e-07,0.0,0.0,True
Cs0.5Cu0.5In1S1Te1_kesterite,7.468750062855634e-08,2.9875000251422534e-07,3.333333253863202e-08,,False
Cs0.5Cu0.5In1S1Te1_stannite,2.4687500044251465e-08,9.875000017700586e-08,3.333333431498886e-08,0.0,True
Cs0.5Cu0.5In1S2_kesterite,4.4375001007068704e-08,1.7750000225191798e-07,0.0,0.0,True
Cs0.5Cu0.5In1S2_stannite,4.390625107930646e-08,1.7562500076451215e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu0.5In1Se1Te1_kesterite,9.374998555244929e-10,3.7499994220979715e-09,3.333333253863202e-08,1.1926000000000005,False
Cs0.5Cu0.5In1Se1Te1_stannite,6.67187496361521e-08,2.668749985446084e-07,3.333333431498886e-08,0.01670000000000016,False
Cs0.5Cu0.5In1Se2_stannite,4.703125000560249e-08,1.8812500002240995e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu0.5In1Te2_kesterite,7.67187500194666e-08,3.068750000778664e-07,8.881784197001252e-16,1.1339000000000006,False
Cs0.5Cu0.5In1Te2_stannite,7.249999978142796e-08,2.8999999912571184e-07,0.0,0.051600000000000534,False
Cs0.5Cu1.5Ba0.5Cd0.5Sn1S4_stannite,6.562501653206709e-09,5.250000612022632e-08,3.333333342681044e-08,,False
Cs0.5Cu1.5Ba1Zr1Se4_kesterite,5.109374923151222e-08,4.0874999740481144e-07,3.333333342681044e-08,,False
Cs0.5Cu1.5Ba1Zr1Te4_stannite,2.3906249868588247e-08,1.9125000250141966e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Ca1Ge1Te4_stannite,6.609374958443937e-08,5.287500002282286e-07,3.333333431498886e-08,0.0006999999999983686,True
Cs0.5Cu1.5Ca1Zr1Te4_stannite,1.4062500053313443e-08,1.1249999687379386e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Cd1Ge1S4_kesterite,8.881784197001252e-16,0.0,3.333333387089965e-08,0.0,True
Cs0.5Cu1.5Cd1Ge1S4_stannite,6.390625095775704e-08,5.11250000556629e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1.5Cd1Ge1Te4_stannite,2.0156250002401066e-08,1.6125000001920853e-07,3.333333253863202e-08,1.4678999999999993,False
Cs0.5Cu1.5Cd1Sn1S4_kesterite,5.781248368919023e-09,4.624999405677954e-08,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Cd1Sn1S4_stannite,5.000000413701855e-09,3.999999620418748e-08,4.440892098500626e-16,,False
Cs0.5Cu1.5Cd1Sn1Se4_kesterite,1.2968751406106094e-08,1.0375000414342139e-07,3.333333253863202e-08,0.0517000000000003,False
Cs0.5Cu1.5Cd1Sn1Se4_stannite,7.062499918220055e-08,5.650000005630318e-07,0.0,,False
Cs0.5Cu1.5Cd1Zr1S4_kesterite,6.874998792483211e-09,5.5000000998006726e-08,3.333333387089965e-08,,False
Cs0.5Cu1.5Cd1Zr1S4_stannite,5.906249933573804e-08,4.7250000534404535e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Cd1Zr1Se4_kesterite,5.8437500616292937e-08,4.675000013776298e-07,0.0,0.0,True
Cs0.5Cu1.5Cd1Zr1Te4_kesterite,7.249999889324954e-08,5.799999982514237e-07,3.333333342681044e-08,0.5998000000000001,False
Cs0.5Cu1.5Cd1Zr1Te4_stannite,2.624999950739948e-08,2.100000031646232e-07,3.333333431498886e-08,0.0,True
Cs0.5Cu1.5Mg0.5Ca0.5Sn1Se4_kesterite,4.6406250397978965e-08,3.712500031838317e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Mg0.5Ca0.5Sn1Se4_stannite,4.562500066640496e-08,3.6500000533123966e-07,4.440892098500626e-16,,False
Cs0.5Cu1.5Mg1Ge1S4_kesterite,6.578125022471681e-08,5.262499982450208e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu1.5Mg1Ge1S4_stannite,4.718749879728534e-08,3.775000010364238e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Mg1Ge1Se4_kesterite,5.562499882927341e-08,4.4499999773961463e-07,0.0,,False
Cs0.5Cu1.5Mg1Ge1Se4_stannite,3.718749930214926e-08,2.9750000152262146e-07,0.0,0.0,True
Cs0.5Cu1.5Mg1Ge1Te4_kesterite,5.281250059496756e-08,4.225000012070268e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1.5Mg1Sn1S4_kesterite,2.828124801013132e-08,2.262499947391916e-07,3.333333253863202e-08,,False
Cs0.5Cu1.5Mg1Sn1S4_stannite,4.765625094549364e-08,3.8125000401123543e-07,0.0,0.0,True
Cs0.5Cu1.5Mg1Sn1Se4_kesterite,3.171875118113121e-08,2.5375000234362233e-07,0.0,0.0,True
Cs0.5Cu1.5Mg1Sn1Se4_stannite,4.484375004665253e-08,3.587499932677929e-07,0.0,0.0,True
Cs0.5Cu1.5Mg1Sn1Te4_stannite,2.859375047847834e-08,2.2875000382782673e-07,3.333333342681044e-08,0.3496000000000006,False
Cs0.5Cu1.5Mg1Zr1S4_kesterite,1.6093751664669753e-08,1.28750002659217e-07,3.333333342681044e-08,,False
Cs0.5Cu1.5Mg1Zr1S4_stannite,5.718750051286747e-08,4.575000005502261e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Mg1Zr1Se4_kesterite,7.484374942023919e-08,5.987499989146272e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1.5Mg1Zr1Se4_stannite,5.734375063681796e-08,4.5874999443640263e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Mg1Zr1Te4_kesterite,7.265624901720003e-08,5.812499992430276e-07,0.0,0.0,True
Cs0.5Cu1.5Mg1Zr1Te4_stannite,2.249999919712309e-08,1.8000000068241206e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu1.5Sr1Sn1Se4_kesterite,4.4374999230711865e-08,3.549999973984086e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Sr1Sn1Te4_stannite,4.390624885886041e-08,3.5124999442359695e-07,0.0,0.0,True
Cs0.5Cu1.5Zn1Ge1S4_kesterite,6.687499976010258e-08,5.349999980808207e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Zn1Ge1S4_stannite,2.1562499341598595e-08,1.7249999473278876e-07,0.0,0.0,True
Cs0.5Cu1.5Zn1Ge1Se4_stannite,7.046874994642849e-08,5.637499995714279e-07,8.881784197001252e-16,0.0,True
Cs0.5Cu1.5Zn1Ge1Te4_stannite,7.76562503190803e-08,6.212500025526424e-07,0.0,0.4817,False
Cs0.5Cu1.5Zn1Sn1S1Se1Te2_kesterite,5.0781250537923484e-08,4.0624999542160367e-07,3.333333342681044e-08,0.025199999999998113,False
Cs0.5Cu1.5Zn1Sn1S1Se1Te2_stannite,7.265624968333384e-08,5.812500063484549e-07,3.333333253863202e-08,1.3573000000000004,False
Cs0.5Cu1.5Zn1Sn1S4_stannite,3.6093750210852704e-08,2.8875000168682163e-07,0.0,0.0,True
Cs0.5Cu1.5Zn1Sn1Se4_stannite,6.921874984300302e-08,5.537499987440242e-07,8.881784197001252e-16,0.0021999999999984254,True
Cs0.5Cu1.5Zn1Sn1Te4_kesterite,5.87500004201047e-08,4.700000033608376e-07,3.552713678800501e-15,0.0,True
Cs0.5Cu1.5Zn1Zr1S4_kesterite,4.343750026336579e-08,3.4749999855421265e-07,3.333333342681044e-08,0.0,True
Cs0.5Cu1.5Zn1Zr1S4_stannite,1.312500019778895e-08,1.0499999802959792e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1.5Zn1Zr1Se4_stannite,3.031250050966605e-08,2.4250000052461473e-07,3.333333253863202e-08,,False
Cs0.5Cu1.5Zn1Zr1Te4_kesterite,3.828125016980266e-08,3.062500013584213e-07,1.7763568394002505e-15,0.0,True
Cs0.5Cu1.5Zn1Zr1Te4_stannite,7.718749994722884e-08,6.174999995778307e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1Ag0.5Ba1Ge1Te4_stannite,3.9218750025327154e-08,3.1375000020261723e-07,3.333333253863202e-08,0.0,True
Cs0.5Cu1Ag0.5Ba1Zr1S4_kesterite,3.3281249312011596e-08,2.6624999804880645e-07,3.333333342681044e-08,,False
Cs0.5Cu1Ag0.5Ba1Zr1Te4_stannite,3.484374966333803e-08,2.787500008594179e-07,0.0,0.0,True
Cs0.5Cu1Ag0.5Ca1Ge1Se4_kesterite,5.7500000316679234e-08,4.6000000253343387e-07,8.881784197001252e-16,0.0,True
