compound,structure,eform_ev_atom,edecomp_ev_fu,gap_prescreen_ev,theory
Na0.5Rb0.5Cs0.5Ag0.5Ca1Sn0.5Ge0.5S2Se2,stannite,-0.8222,1.0689,1.153,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Cd1Ge1S4,stannite,-0.4967,0.5937,0.79,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Cd1Sn1S4,stannite,-0.4622,1.1458,0.727,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Cd1Sn1Se4,stannite,-0.3561,1.9328,0.206,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Cd1Zr1S4,stannite,-0.8356,1.5779,1.254,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Cd1Zr1Se4,stannite,-0.6731,2.3528,0.889,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg0.5Ba0.5Sn1S2Se1Te1,kesterite,-0.8039,,1.26,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Ge1S4,stannite,-0.6896,0.796,1.092,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Ge1Se4,stannite,-0.5736,1.1458,0.423,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Sn1S4,kesterite,-0.7535,0.5604,1.483,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Sn1S4,stannite,-0.6718,1.2143,0.94,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Sn1Se4,stannite,-0.5638,1.6006,0.392,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Mg1Zr1Se4,stannite,-0.8917,1.9334,1.397,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Sr1Ge1S4,stannite,-0.8563,0.8744,1.613,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Ge1S4,stannite,-0.518,0.8182,0.756,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Ge1Se4,stannite,-0.4143,1.3112,0.051,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Sn1S4,kesterite,-0.6103,0.3558,1.349,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Sn1S4,stannite,-0.5155,1.1141,0.593,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Sn1Se4,stannite,-0.4244,1.607,0.626,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Sn1Te4,stannite,-0.0407,,0.0,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Zr1S4,kesterite,-0.959,0.9852,1.464,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Zr1S4,stannite,-0.8841,1.585,1.215,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Zr1Se4,kesterite,-0.8023,1.5398,1.076,PBEsol
Na0.5Rb0.5Cs0.5Ag0.5Zn1Zr1Te4,stannite,-0.2722,3.4443,0.382,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Ba1Sn1S3Se1,stannite,-0.9558,0.1614,1.333,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Ca1Ge1S1Se3,kesterite,-0.8838,0.3592,0.843,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Ca1Ge1S4,stannite,-0.8239,1.234,1.242,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Ca1Sn1S4,stannite,-0.8686,1.1524,0.968,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Ca1Sn1Te4,stannite,-0.3423,,0.65,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Ge1S4,stannite,-0.4707,0.8915,0.463,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Sn1S4,stannite,-0.4947,0.9753,0.38,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Sn1Se4,stannite,-0.4056,1.518,0.692,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Zr1S4,stannite,-0.8659,1.4251,0.988,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Zr1Se4,stannite,-0.7188,1.9684,0.715,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Cd1Zr1Te4,stannite,-0.2379,3.5297,0.332,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg0.5Ca0.5Sn1S1Se1Te2,kesterite,-0.7009,,0.321,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg0.5Zn0.5Sn0.5Ge0.5Se1Te3,kesterite,-0.4161,,0.118,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Ge1S4,stannite,-0.6537,1.1723,0.779,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Ge1Se4,stannite,-0.5334,1.4497,0.167,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Sn1S4,stannite,-0.6935,1.1299,0.608,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Sn1Se4,stannite,-0.6009,1.2856,0.131,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Zr1S4,stannite,-1.0698,1.5387,1.548,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Zr1Se4,stannite,-0.9209,1.6821,1.246,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Mg1Zr1Te4,stannite,-0.4622,2.6293,0.824,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Ge1Se4,stannite,-0.3712,1.6372,0.359,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Sn1S4,stannite,-0.5083,1.2611,0.279,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Sn1Se4,stannite,-0.4267,1.5698,0.429,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Sn1Te4,stannite,-0.0692,,0.104,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Zr1S4,stannite,-0.8778,1.7245,0.942,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Zr1Se4,stannite,-0.7369,2.0448,0.646,PBEsol
Na0.5Rb0.5Cs0.5Cu0.5Zn1Zr1Te4,stannite,-0.3114,2.9928,0.31,PBEsol
Na0.5Rb0.5Cs1Ca1Ge1S3Te1,stannite,-0.9069,,0.333,PBEsol
Na0.5Rb0.5Cs1Ca1Ge1S4,stannite,-0.9593,0.8265,1.757,PBEsol
Na0.5Rb0.5Cs1Ca1Ge1Se4,stannite,-0.8319,1.495,1.514,PBEsol
Na0.5Rb0.5Cs1Cd1Zr1S4,stannite,-0.9286,1.5992,1.466,PBEsol
Na0.5Rb0.5Cs1Cd1Zr1Se4,stannite,-0.7502,2.5114,1.12,PBEsol
Na0.5Rb0.5Cs1Mg0.5Ca0.5Ge1S1Se2Te1,kesterite,-0.8949,,1.647,PBEsol
Na0.5Rb0.5Cs1Mg1Ge1S4,stannite,-0.8108,0.5909,1.562,PBEsol
Na0.5Rb0.5Cs1Mg1Zr1S4,kesterite,-1.2529,0.7492,2.325,PBEsol
Na0.5Rb0.5Cs1Zn1Ge1S4,kesterite,-0.7613,-0.363,2.216,PBEsol
Na0.5Rb0.5Cs1Zn1Zr1S4,stannite,-0.9937,1.4728,1.313,PBEsol
Na0.5Rb0.5Cs1Zn1Zr1Se4,kesterite,-0.9239,1.3426,1.495,PBEsol
Na0.5Rb0.5Cs1Zn1Zr1Se4,stannite,-0.8404,2.0109,0.981,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ba1Ge1Se4,stannite,-0.7763,0.3601,1.072,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ba1Sn1Se4,stannite,-0.7974,0.568,0.901,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ba1Zr1Se4,kesterite,-1.0075,1.8431,1.019,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca0.5Cd0.5Ge1Se4,kesterite,-0.5846,0.41,0.68,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca0.5Cd0.5Ge1Se4,stannite,-0.6075,0.2267,0.394,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca1Sn0.5Ge0.5Te4,kesterite,-0.5255,,0.712,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca1Sn1Se4,kesterite,-0.7273,1.1471,0.765,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca1Sn1Te4,kesterite,-0.3665,,0.818,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Ca1Zr1S4,stannite,-1.2259,0.9571,1.793,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Ge1Se4,kesterite,-0.4076,0.3593,0.503,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Ge1Se4,stannite,-0.435,0.14,0.261,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Ge1Te4,stannite,-0.1211,,0.313,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Sn1Se4,kesterite,-0.4307,0.551,0.429,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Sn1Se4,stannite,-0.4561,0.3472,0.188,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Sn1Te4,kesterite,-0.1036,,0.501,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Sn1Te4,stannite,-0.1297,,0.369,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Zr1S4,stannite,-0.873,0.6118,1.065,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Cd1Zr1Se4,stannite,-0.7291,1.1192,0.863,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg0.5Ba0.5Ge1S2Te2,stannite,-0.5991,,0.636,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Ge1S4,stannite,-0.7118,-0.0488,0.964,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Ge1Se4,kesterite,-0.5681,0.4049,0.837,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Sn1S4,stannite,-0.7237,0.1322,0.692,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Sn1Se4,kesterite,-0.6059,0.4788,0.693,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Sn1Se4,stannite,-0.6341,0.253,0.359,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Sn1Te4,kesterite,-0.2743,,0.716,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Zr1S4,kesterite,-1.0428,0.9988,1.434,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Zr1Se4,kesterite,-0.888,1.1783,1.206,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Zr1Se4,stannite,-0.9158,0.9559,1.281,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Zr1Te4,kesterite,-0.4541,1.9601,0.835,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Mg1Zr1Te4,stannite,-0.4794,1.7578,0.871,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Sr0.5Ba0.5Sn0.5Ge0.5S1Te3,kesterite,-0.5505,,0.518,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Sr0.5Ba0.5Sn0.5Ge0.5S1Te3,stannite,-0.6326,,0.845,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Sr1Ge1S4,stannite,-0.9092,-0.2157,1.675,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Sr1Ge1Se4,stannite,-0.7847,0.3866,1.124,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Ge1S4,stannite,-0.5282,0.0701,0.581,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Ge1Se4,kesterite,-0.43,0.4002,0.645,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Ge1Se4,stannite,-0.428,0.4165,0.05,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Ge1Te4,kesterite,-0.1252,,0.492,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Sn1S3Te1,kesterite,-0.4222,,0.422,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Sn1S4,stannite,-0.5435,0.2233,0.365,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Sn1Se4,kesterite,-0.4604,0.5333,0.504,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Sn1Se4,stannite,-0.4678,0.474,0.561,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Sn1Te4,kesterite,-0.1571,,0.478,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Zr1Se4,kesterite,-0.7347,1.295,0.977,PBEsol
Na0.5Rb0.5Cu0.5Ag0.5Zn1Zr1Te4,kesterite,-0.3277,2.128,0.653,PBEsol
Na0.5Rb0.5Cu1Ca1Ge1S4,kesterite,-0.7816,0.9142,0.997,PBEsol
Na0.5Rb0.5Cu1Ca1Ge1Te4,kesterite,-0.2784,,0.365,PBEsol
Na0.5Rb0.5Cu1Ca1Sn1Se4,kesterite,-0.6992,1.3624,0.549,PBEsol
Na0.5Rb0.5Cu1Ca1Zr1Se4,kesterite,-0.9952,1.9504,0.873,PBEsol
Na0.5Rb0.5Cu1Cd1Ge1S4,kesterite,-0.4751,0.1984,0.667,PBEsol
Na0.5Rb0.5Cu1Cd1Ge1Se4,kesterite,-0.3879,0.5071,0.317,PBEsol
Na0.5Rb0.5Cu1Cd1Ge1Se4,stannite,-0.4568,-0.0444,0.27,PBEsol
Na0.5Rb0.5Cu1Cd1Sn1Se4,kesterite,-0.4145,0.6713,0.267,PBEsol
Na0.5Rb0.5Cu1Cd1Sn1Te4,stannite,-0.1268,,0.446,PBEsol
Na0.5Rb0.5Cu1Cd1Zr1S4,kesterite,-0.8402,0.9726,0.954,PBEsol
Na0.5Rb0.5Cu1Cd1Zr1S4,stannite,-0.8922,0.5566,0.931,PBEsol
Na0.5Rb0.5Cu1Cd1Zr1Se4,kesterite,-0.695,1.3828,0.74,PBEsol
Na0.5Rb0.5Cu1Cd1Zr1Se4,stannite,-0.7369,1.0481,0.722,PBEsol
Na0.5Rb0.5Cu1Mg0.5Ba0.5Sn0.5Ge0.5Se4,kesterite,-0.7039,0.2726,0.869,PBEsol
Na0.5Rb0.5Cu1Mg0.5Ba0.5Sn0.5Ge0.5Se4,stannite,-0.6987,0.3138,0.555,PBEsol
Na0.5Rb0.5Cu1Mg0.5Zn0.5Sn1S4,kesterite,-0.6154,0.4033,0.701,PBEsol
Na0.5Rb0.5Cu1Mg0.5Zn0.5Sn1S4,stannite,-0.6761,-0.0817,0.423,PBEsol
Na0.5Rb0.5Cu1Mg1Ge1S4,stannite,-0.7454,-0.2195,0.941,PBEsol
Na0.5Rb0.5Cu1Mg1Ge1Se4,stannite,-0.6173,0.0019,0.495,PBEsol
Na0.5Rb0.5Cu1Mg1Ge1Te4,kesterite,-0.1965,,0.384,PBEsol
Na0.5Rb0.5Cu1Mg1Ge1Te4,stannite,-0.2636,,0.545,PBEsol
Na0.5Rb0.5Cu1Mg1Sn1S4,kesterite,-0.6801,0.5788,0.813,PBEsol
Na0.5Rb0.5Cu1Mg1Sn1S4,stannite,-0.7488,0.0295,0.669,PBEsol
Na0.5Rb0.5Cu1Mg1Sn1Se4,kesterite,-0.5851,0.6363,0.497,PBEsol
Na0.5Rb0.5Cu1Mg1Sn1Se4,stannite,-0.6456,0.1524,0.369,PBEsol
Na0.5Rb0.5Cu1Mg1Sn1Te4,stannite,-0.2913,,0.587,PBEsol
Na0.5Rb0.5Cu1Mg1Zr1S4,kesterite,-1.0356,1.1541,1.171,PBEsol
Na0.5Rb0.5Cu1Mg1Zr1S4,stannite,-1.0942,0.6851,1.456,PBEsol
Na0.5Rb0.5Cu1Mg1Zr1Se4,kesterite,-0.8699,1.3134,0.979,PBEsol
Na0.5Rb0.5Cu1Mg1Zr1Se4,stannite,-0.9175,0.9332,1.208,PBEsol
Na0.5Rb0.5Cu1Mg1Zr1Te4,stannite,-0.4523,1.846,0.816,PBEsol
Na0.5Rb0.5Cu1Sr0.5Ba0.5Sn1S3Se1,stannite,-0.908,-0.0774,1.348,PBEsol
Na0.5Rb0.5Cu1Sr1Ge1Se4,kesterite,-0.651,1.4468,0.465,PBEsol
Na0.5Rb0.5Cu1Sr1Sn0.5Ge0.5S2Te2,stannite,-0.7209,,0.656,PBEsol
Na0.5Rb0.5Cu1Sr1Zr1S4,kesterite,-1.1518,1.6369,0.978,PBEsol
Na0.5Rb0.5Cu1Zn1Ge1S4,stannite,-0.5838,-0.2767,0.577,PBEsol
Na0.5Rb0.5Cu1Zn1Ge1Se4,stannite,-0.4555,0.1867,0.067,PBEsol
Na0.5Rb0.5Cu1Zn1Ge1Te4,stannite,-0.1403,,0.13,PBEsol
Na0.5Rb0.5Cu1Zn1Sn1S4,stannite,-0.5925,-0.0704,0.362,PBEsol
Na0.5Rb0.5Cu1Zn1Sn1Se4,kesterite,-0.4443,0.6532,0.332,PBEsol
Na0.5Rb0.5Cu1Zn1Sn1Se4,stannite,-0.4867,0.3139,0.518,PBEsol
Na0.5Rb0.5Cu1Zn1Zr1S4,kesterite,-0.8745,1.0927,0.999,PBEsol
Na0.5Rb0.5Cu1Zn1Zr1S4,stannite,-0.9329,0.6255,0.893,PBEsol
Na0.5Rb0.5Cu1Zn1Zr1Se4,kesterite,-0.7214,1.3923,0.786,PBEsol
Na0.5Rb0.5Cu1Zn1Zr1Se4,stannite,-0.7561,1.1146,0.57,PBEsol
Na0.5Rb0.5Ga0.5In0.5S1Te1,kesterite,-0.7175,-0.367,1.769,PBEsol
Na0.5Rb0.5Ga0.5In0.5S1Te1,stannite,-0.613,0.0511,0.334,PBEsol
Na0.5Rb0.5Ga0.5In0.5Te2,stannite,-0.4865,0.0494,0.279,PBEsol
Na0.5Rb0.5Ga1S1Se1,kesterite,-0.9071,-0.5278,2.109,PBEsol
Na0.5Rb0.5Ga1S1Se1,stannite,-0.8035,-0.1132,0.612,PBEsol
Na0.5Rb0.5Ga1S1Te1,kesterite,-0.7457,-0.3848,1.963,PBEsol
Na0.5Rb0.5Ga1S1Te1,stannite,-0.6059,0.1742,0.073,PBEsol
Na0.5Rb0.5Ga1S2,kesterite,-0.9497,-0.5675,2.568,PBEsol
Na0.5Rb0.5Ga1Se1Te1,kesterite,-0.6998,-0.296,1.584,PBEsol
Na0.5Rb0.5Ga1Se1Te1,stannite,-0.6027,0.0923,0.246,PBEsol
Na0.5Rb0.5Ga1Se2,kesterite,-0.8601,-0.3987,1.721,PBEsol
Na0.5Rb0.5Ga1Se2,stannite,-0.7675,-0.0283,0.525,PBEsol
Na0.5Rb0.5In1S2,kesterite,-0.8539,-0.448,1.874,PBEsol
Na0.5Rb0.5In1S2,stannite,-0.808,-0.2644,1.349,PBEsol
Na0.5Rb0.5In1Se1Te1,kesterite,-0.681,-0.3304,1.332,PBEsol
Na0.5Rb0.5In1Se1Te1,stannite,-0.6164,-0.0721,0.124,PBEsol
Na0.5Rb0.5In1Se2,kesterite,-0.8128,-0.3833,1.362,PBEsol
Na0.5Rb0.5In1Se2,stannite,-0.7592,-0.169,0.748,PBEsol
Na0.5Rb1.5Ba1Ge1S4,kesterite,-0.9706,0.4919,1.947,PBEsol
Na0.5Rb1.5Ba1Ge1Se4,kesterite,-0.8327,1.4037,1.412,PBEsol
Na0.5Rb1.5Ba1Sn1Se4,kesterite,-0.8069,1.9865,1.534,PBEsol
Na0.5Rb1.5Ba1Zr1S4,kesterite,-1.3238,1.3621,2.26,PBEsol
Na0.5Rb1.5Ba1Zr1Se4,kesterite,-1.1738,2.0079,1.909,PBEsol
Na0.5Rb1.5Ca1Ge1S4,kesterite,-1.0181,0.3167,2.39,PBEsol
Na0.5Rb1.5Ca1Ge1Se4,kesterite,-0.8772,1.0663,1.843,PBEsol
Na0.5Rb1.5Ca1Zr1Se4,kesterite,-1.2191,1.6634,2.21,PBEsol
Na0.5Rb1.5Cd1Ge1Se4,stannite,-0.5048,1.0759,0.736,PBEsol
Na0.5Rb1.5Cd1Zr1S4,stannite,-0.9529,1.3652,1.632,PBEsol
Na0.5Rb1.5Mg1Ge1S4,stannite,-0.834,0.3654,1.661,PBEsol
Na0.5Rb1.5Mg1Sn1S4,kesterite,-0.8839,0.2423,2.324,PBEsol
Na0.5Rb1.5Mg1Zr1S4,kesterite,-1.261,0.6451,2.598,PBEsol
Na0.5Rb1.5Mg1Zr1Te4,kesterite,-0.5929,2.3957,1.603,PBEsol
Na0.5Rb1.5Zn1Ge1S4,stannite,-0.6592,0.4138,1.243,PBEsol
Na0.5Rb1.5Zn1Zr1S4,kesterite,-1.1008,0.5763,2.168,PBEsol
Na0.5Rb1.5Zn1Zr1S4,stannite,-1.0179,1.2394,1.532,PBEsol
Na0.5Rb1.5Zn1Zr1Se4,kesterite,-0.9367,1.1741,1.725,PBEsol
Na0.5Rb1.5Zn1Zr1Se4,stannite,-0.8643,1.7533,1.153,PBEsol
Na0.5Rb1.5Zn1Zr1Te4,stannite,-0.3767,3.2822,0.442,PBEsol
Na0.5Rb1Ag0.5Ca0.5Ba0.5Sn1S2Se1Te1,kesterite,-0.9612,,1.51,PBEsol
Na0.5Rb1Ag0.5Ca0.5Ba0.5Sn1S2Se1Te1,stannite,-0.8698,,1.214,PBEsol
Na0.5Rb1Ag0.5Ca1Ge1Se4,stannite,-0.7463,1.3734,1.163,PBEsol
Na0.5Rb1Ag0.5Ca1Sn1S3Se1,kesterite,-0.9974,-0.0964,1.682,PBEsol
Na0.5Rb1Ag0.5Ca1Sn1S3Se1,stannite,-0.8926,0.7421,1.181,PBEsol
Na0.5Rb1Ag0.5Ca1Sn1S4,stannite,-0.8523,1.1767,1.63,PBEsol
Na0.5Rb1Ag0.5Cd1Ge1S4,stannite,-0.5233,0.3646,1.059,PBEsol
Na0.5Rb1Ag0.5Cd1Ge1Se4,stannite,-0.4237,0.985,0.438,PBEsol
Na0.5Rb1Ag0.5Cd1Sn1Se4,kesterite,-0.4424,1.2116,1.021,PBEsol
Na0.5Rb1Ag0.5Cd1Sn1Se4,stannite,-0.3881,1.646,0.543,PBEsol
Na0.5Rb1Ag0.5Cd1Zr1S4,kesterite,-0.9011,1.0372,1.572,PBEsol
Na0.5Rb1Ag0.5Cd1Zr1S4,stannite,-0.8608,1.3598,1.434,PBEsol
Na0.5Rb1Ag0.5Cd1Zr1Se4,stannite,-0.6996,2.1101,1.067,PBEsol
Na0.5Rb1Ag0.5Mg1Ge1Te4,kesterite,-0.2892,,0.72,PBEsol
Na0.5Rb1Ag0.5Mg1Zr1S4,kesterite,-1.1278,0.9685,1.941,PBEsol
Na0.5Rb1Ag0.5Sr1Ge1S4,stannite,-0.8774,0.6887,1.774,PBEsol
Na0.5Rb1Ag0.5Zn0.5Cd0.5Ge1S2Se2,kesterite,-0.6254,-0.4579,1.482,PBEsol
Na0.5Rb1Ag0.5Zn0.5Cd0.5Ge1S2Se2,stannite,-0.5155,0.4209,0.31,PBEsol
Na0.5Rb1Ag0.5Zn1Ge1S4,stannite,-0.5463,0.5749,1.005,PBEsol
Na0.5Rb1Ag0.5Zn1Ge1Se4,stannite,-0.4417,1.0616,0.321,PBEsol
Na0.5Rb1Ag0.5Zn1Ge1Te4,stannite,-0.0518,,0.197,PBEsol
Na0.5Rb1Ag0.5Zn1Zr1S4,kesterite,-0.9727,0.8589,1.671,PBEsol
Na0.5Rb1Ag0.5Zn1Zr1Se4,stannite,-0.7605,1.8437,1.007,PBEsol
Na0.5Rb1Ag0.5Zn1Zr1Te4,stannite,-0.298,3.2057,0.486,PBEsol
Na0.5Rb1Cs0.5Ba1Ge1S4,kesterite,-0.9603,0.5883,1.817,PBEsol
Na0.5Rb1Cs0.5Ba1Ge1S4,stannite,-0.9835,0.4027,2.155,PBEsol
Na0.5Rb1Cs0.5Ba1Zr1S4,kesterite,-1.3134,1.4587,2.106,PBEsol
Na0.5Rb1Cs0.5Ca0.5Zn0.5Sn0.5Ge0.5S4,stannite,-0.869,0.2385,1.134,PBEsol
Na0.5Rb1Cs0.5Cd1Ge1Se4,stannite,-0.4947,1.1837,0.716,PBEsol
Na0.5Rb1Cs0.5Mg0.5Sr0.5Sn0.5Ge0.5S2Se1Te1,stannite,-0.8034,,0.141,PBEsol
Na0.5Rb1Cs0.5Mg1Zr1S4,stannite,-1.1894,1.2317,2.016,PBEsol
Na0.5Rb1Cs0.5Mg1Zr1Se4,kesterite,-1.0986,1.0147,2.032,PBEsol
Na0.5Rb1Cs0.5Zn1Ge1Se4,stannite,-0.5275,1.1417,0.531,PBEsol
Na0.5Rb1Cs0.5Zn1Zr1S4,stannite,-1.009,1.3241,1.431,PBEsol
Na0.5Rb1Cs0.5Zn1Zr1Te4,stannite,-0.3577,3.462,0.606,PBEsol
Na0.5Rb1Cu0.5Cd1Sn1S1Te3,stannite,-0.3329,,0.028,PBEsol
Na0.5Rb1Cu0.5Cd1Sn1Te4,kesterite,-0.1017,,0.888,PBEsol
Na0.5Rb1Cu0.5Mg1Ge1Se4,stannite,-0.5677,1.1449,0.434,PBEsol
Na0.5Rb1Cu0.5Mg1Sn1Te4,kesterite,-0.3165,,0.938,PBEsol
Na0.5Rb1Cu0.5Sr0.5Zn0.5Sn0.5Ge0.5S4,stannite,-0.7092,0.8446,0.52,PBEsol
Na0.5Rb1Cu0.5Zn1Ge1Te4,stannite,-0.0432,,0.283,PBEsol
Na0.5Rb1Cu0.5Zn1Sn1Te4,stannite,-0.0922,,0.167,PBEsol
Na0.5Rb1Cu0.5Zn1Zr1Te4,kesterite,-0.3573,2.5939,0.563,PBEsol
Na0.5Rb1Cu0.5Zn1Zr1Te4,stannite,-0.3324,2.793,0.436,PBEsol
Na1.5Ag0.5Ba1Ge1S4,kesterite,-0.9363,0.1182,1.984,PBEsol
Na1.5Ag0.5Ba1Ge1S4,stannite,-1.0081,-0.4564,2.002,PBEsol
Na1.5Ag0.5Ca1Ge1S4,stannite,-0.9551,0.1717,2.135,PBEsol
Na1.5Ag0.5Ca1Ge1Te4,kesterite,-0.4473,,1.245,PBEsol
Na1.5Ag0.5Cd1Ge1S4,stannite,-0.6257,-0.3611,1.355,PBEsol
Na1.5Ag0.5Cd1Ge1Se4,kesterite,-0.5623,-0.1051,1.274,PBEsol
Na1.5Ag0.5Cd1Ge1Te4,stannite,-0.1942,,0.64,PBEsol
Na1.5Ag0.5Cd1Sn1S4,kesterite,-0.6223,-0.0585,1.61,PBEsol
Na1.5Ag0.5Cd1Sn1S4,stannite,-0.6067,0.0663,1.307,PBEsol
Na1.5Ag0.5Cd1Sn1Se4,kesterite,-0.5317,0.516,1.185,PBEsol
Na1.5Ag0.5Cd1Sn1Se4,stannite,-0.514,0.6574,0.861,PBEsol
Na1.5Ag0.5Cd1Sn1Te4,kesterite,-0.1579,,1.228,PBEsol
Na1.5Ag0.5Cd1Sn1Te4,stannite,-0.136,,0.778,PBEsol
Na1.5Ag0.5Cd1Zr1Se4,kesterite,-0.8003,1.3232,1.54,PBEsol
Na1.5Ag0.5Cd1Zr1Se4,stannite,-0.7912,1.3956,1.253,PBEsol
Na1.5Ag0.5Cd1Zr1Te4,stannite,-0.2882,3.145,0.727,PBEsol
Na1.5Ag0.5Mg0.5Cd0.5Ge1Se3Te1,kesterite,-0.6168,,1.279,PBEsol
Na1.5Ag0.5Mg0.5Cd0.5Ge1Se3Te1,stannite,-0.5495,,0.29,PBEsol
Na1.5Ag0.5Mg0.5Cd0.5Ge1Se4,kesterite,-0.6717,-0.3335,1.294,PBEsol
Na1.5Ag0.5Mg0.5Cd0.5Ge1Se4,stannite,-0.6305,-0.0035,0.684,PBEsol
